"Nation/State","Characteristic","Total",NA,"Covered by any health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uninsured",NA,NA,NA
NA,NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error","Covered by private health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Covered by government health insurance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error","Employment-based",NA,NA,NA,"Direct Purchase",NA,NA,NA,"TRICARE",NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error","Covered by Medicaid",NA,NA,NA,NA,NA,NA,NA,"Covered by Medicare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Covered by VA care",NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error","Also by private insurance",NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error","Also by private insurance",NA,NA,NA,"Also by Medicaid",NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error",NA,NA,NA,NA
NA,NA,"Number","Margin of Error",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error","Number","Margin of Error","Percent","Margin of Error","Number","Margin of Error","Percent","Margin of Error",NA,NA,NA,NA,NA,NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error",NA,NA,NA,NA,"Number","Margin of Error","Percent","Margin of Error","Number","Margin of Error","Percent","Margin of Error",NA,NA,NA,NA,NA,NA,NA,NA
NA,"65 years and over","2936","3","2911","5","99.200000000000003","0.10000000000000001","1718","13","58.5","0.40000000000000002","1154","13","39.299999999999997","0.40000000000000002","740","11","25.199999999999999","0.40000000000000002","59","3","2","0.10000000000000001","2804","7","95.5","0.20000000000000001","574","11","19.600000000000001","0.40000000000000002","162","6","5.5","0.20000000000000001","2801","7","95.400000000000006","0.20000000000000001","1610","14","54.799999999999997","0.5","574","11","19.600000000000001","0.40000000000000002","168","6","5.7000000000000002","0.20000000000000001","25","3","0.80000000000000004","0.10000000000000001"
"North Carolina","All persons","9958","4","8919","21","89.599999999999994","0.20000000000000001","6727","39","67.599999999999994","0.40000000000000002","5104","37","51.299999999999997","0.40000000000000002","1600","22","16.100000000000001","0.20000000000000001","459","15","4.5999999999999996","0.10000000000000001","3459","29","34.700000000000003","0.29999999999999999","1865","28","18.699999999999999","0.29999999999999999","275","13","2.7999999999999998","0.10000000000000001","1803","11","18.100000000000001","0.10000000000000001","1021","12","10.300000000000001","0.10000000000000001","327","11","3.2999999999999998","0.10000000000000001","289","8","2.8999999999999999","0.10000000000000001","1038","21","10.4","0.20000000000000001"
NA,"Under 65 years","8431","6","7400","21","87.799999999999997","0.20000000000000001","5770","36","68.400000000000006","0.40000000000000002","4626","34","54.899999999999999","0.40000000000000002","1057","20","12.5","0.20000000000000001","330","14","3.8999999999999999","0.20000000000000001","1970","29","23.399999999999999","0.29999999999999999","1673","26","19.800000000000001","0.29999999999999999","195","11","2.2999999999999998","0.10000000000000001","316","10","3.7000000000000002","0.10000000000000001","95","5","1.1000000000000001","0.10000000000000001","135","7","1.6000000000000001","0.10000000000000001","146","7","1.7","0.10000000000000001","1031","21","12.199999999999999","0.20000000000000001"
NA,"Under 19 years","2440","7","2325","9","95.299999999999997","0.29999999999999999","1366","18","56","0.80000000000000004","1095","18","44.899999999999999","0.80000000000000004","196","9","8","0.40000000000000002","121","8","4.9000000000000004","0.29999999999999999","1043","20","42.799999999999997","0.80000000000000004","1030","20","42.200000000000003","0.80000000000000004","82","6","3.3999999999999999","0.29999999999999999","15","3","0.59999999999999998","0.10000000000000001","3","1","0.10000000000000001","Z","6","1","0.20000000000000001","0.10000000000000001","6","2","0.29999999999999999","0.10000000000000001","115","6","4.7000000000000002","0.29999999999999999"
NA,"19 - 64 years","5991","9","5075","21","84.700000000000003","0.29999999999999999","4404","23","73.5","0.40000000000000002","3531","22","58.899999999999999","0.40000000000000002","861","17","14.4","0.29999999999999999","210","8","3.5","0.10000000000000001","927","16","15.5","0.29999999999999999","644","15","10.699999999999999","0.20000000000000001","113","7","1.8999999999999999","0.10000000000000001","301","9","5","0.20000000000000001","93","4","1.6000000000000001","0.10000000000000001","130","7","2.2000000000000002","0.10000000000000001","139","6","2.2999999999999998","0.10000000000000001","916","19","15.300000000000001","0.29999999999999999"
NA,"65 years and over","1527","4","1520","4","99.5","0.10000000000000001","957","12","62.700000000000003","0.69999999999999996","478","10","31.300000000000001","0.59999999999999998","543","11","35.600000000000001","0.69999999999999996","128","6","8.4000000000000004","0.40000000000000002","1489","5","97.599999999999994","0.20000000000000001","192","7","12.6","0.40000000000000002","80","4","5.2000000000000002","0.29999999999999999","1487","5","97.400000000000006","0.20000000000000001","926","12","60.600000000000001","0.69999999999999996","192","7","12.6","0.40000000000000002","143","5","9.4000000000000004","0.29999999999999999","7","1","0.5","0.10000000000000001"
"North Dakota","All persons","741","1","689","5","93","0.59999999999999998","597","7","80.5","1","456","10","61.5","1.3","151","6","20.399999999999999","0.80000000000000004","28","4","3.7000000000000002","0.59999999999999998","193","6","26","0.80000000000000004","86","6","11.6","0.69999999999999996","20","3","2.7999999999999998","0.40000000000000002","116","2","15.6","0.29999999999999999","81","2","11","0.29999999999999999","17","2","2.2999999999999998","0.20000000000000001","21","2","2.7999999999999998","0.20000000000000001","52","5","7","0.59999999999999998"
NA,"Under 65 years","638","2","586","5","91.900000000000006","0.69999999999999996","518","7","81.299999999999997","1.1000000000000001","426","9","66.900000000000006","1.3999999999999999","97","5","15.300000000000001","0.80000000000000004","21","4","3.3999999999999999","0.59999999999999998","91","6","14.300000000000001","0.90000000000000002","77","6","12","0.90000000000000002","15","3","2.2999999999999998","0.40000000000000002","14","2","2.2999999999999998","0.29999999999999999","5","1","0.69999999999999996","0.20000000000000001","8","1","1.2","0.20000000000000001","9","2","1.3999999999999999","0.20000000000000001","52","5","8.0999999999999996","0.69999999999999996"
NA,"Under 19 years","186","2","171","3","92","1.2","141","3","75.599999999999994","1.7","115","4","61.700000000000003","2.2000000000000002","24","3","12.9","1.5","8","2","4.2000000000000002","1.1000000000000001","39","3","21.199999999999999","1.8","39","3","20.800000000000001","1.8","9","2","4.7000000000000002","1","1","1","0.80000000000000004","0.40000000000000002","Z","Z","0.10000000000000001","0.10000000000000001","1","1","0.59999999999999998","0.40000000000000002","Z","Z","0.20000000000000001","0.20000000000000001","15","2","8","1.2"
NA,"19 - 64 years","452","3","415","4","91.799999999999997","0.69999999999999996","378","5","83.599999999999994","1.1000000000000001","311","7","69","1.3","73","4","16.199999999999999","0.80000000000000004","14","2","3","0.5","52","3","11.5","0.80000000000000004","38","3","8.4000000000000004","0.69999999999999996","6","2","1.3","0.29999999999999999","13","2","2.8999999999999999","0.40000000000000002","4","1","1","0.20000000000000001","6","1","1.3999999999999999","0.20000000000000001","9","2","1.8999999999999999","0.40000000000000002","37","3","8.1999999999999993","0.69999999999999996"
NA,"65 years and over","104","1","104","1","99.700000000000003","0.20000000000000001","79","2","75.799999999999997","1.5","30","2","28.600000000000001","2.1000000000000001","54","2","51.600000000000001","2.2000000000000002","6","1","6","1.2","102","1","97.900000000000006","0.59999999999999998","9","1","9","1.2","6","1","5.5999999999999996","1.1000000000000001","102","1","97.799999999999997","0.59999999999999998","77","2","73.900000000000006","1.5","9","1","9","1.2","12","1","11.6","1","Z","Z","0.29999999999999999","0.20000000000000001"
"Ohio","All persons","11440","1","10796","17","94.400000000000006","0.20000000000000001","7953","42","69.5","0.40000000000000002","6777","41","59.200000000000003","0.40000000000000002","1386","23","12.1","0.20000000000000001","183","10","1.6000000000000001","0.10000000000000001","4305","36","37.600000000000001","0.29999999999999999","2445","35","21.399999999999999","0.29999999999999999","324","12","2.7999999999999998","0.10000000000000001","2088","11","18.300000000000001","0.10000000000000001","1175","12","10.300000000000001","0.10000000000000001","314","9","2.7000000000000002","0.10000000000000001","263","7","2.2999999999999998","0.10000000000000001","644","18","5.5999999999999996","0.20000000000000001"
NA,"Under 65 years","9624","4","8988","17","93.400000000000006","0.20000000000000001","6811","39","70.799999999999997","0.40000000000000002","6110","39","63.5","0.40000000000000002","786","19","8.1999999999999993","0.20000000000000001","118","8","1.2","0.10000000000000001","2545","35","26.399999999999999","0.40000000000000002","2269","35","23.600000000000001","0.40000000000000002","251","12","2.6000000000000001","0.10000000000000001","331","10","3.3999999999999999","0.10000000000000001","83","4","0.90000000000000002","Z","138","6","1.3999999999999999","0.10000000000000001","112","5","1.2","0.10000000000000001","636","18","6.5999999999999996","0.20000000000000001"
NA,"Under 19 years","2766","5","2662","9","96.200000000000003","0.29999999999999999","1745","21","63.100000000000001","0.69999999999999996","1596","21","57.700000000000003","0.80000000000000004","150","9","5.4000000000000004","0.29999999999999999","37","5","1.3999999999999999","0.20000000000000001","1052","20","38","0.69999999999999996","1039","21","37.600000000000001","0.80000000000000004","132","9","4.7999999999999998","0.29999999999999999","20","3","0.69999999999999996","0.10000000000000001","3","1","0.10000000000000001","Z","10","2","0.40000000000000002","0.10000000000000001","3","1","0.10000000000000001","Z","104","7","3.7999999999999998","0.29999999999999999"
NA,"19 - 64 years","6859","6","6327","15","92.200000000000003","0.20000000000000001","5066","24","73.900000000000006","0.29999999999999999","4514","24","65.799999999999997","0.29999999999999999","636","13","9.3000000000000007","0.20000000000000001","81","5","1.2","0.10000000000000001","1494","21","21.800000000000001","0.29999999999999999","1230","19","17.899999999999999","0.29999999999999999","119","6","1.7","0.10000000000000001","311","9","4.5","0.10000000000000001","79","4","1.2","0.10000000000000001","128","5","1.8999999999999999","0.10000000000000001","109","5","1.6000000000000001","0.10000000000000001","532","14","7.7999999999999998","0.20000000000000001"
NA,"65 years and over","1816","4","1808","4","99.599999999999994","0.10000000000000001","1142","11","62.899999999999999","0.59999999999999998","667","11","36.700000000000003","0.59999999999999998","600","11","33.100000000000001","0.59999999999999998","64","4","3.5","0.20000000000000001","1760","5","96.900000000000006","0.20000000000000001","176","6","9.6999999999999993","0.40000000000000002","73","4","4","0.20000000000000001","1757","5","96.799999999999997","0.20000000000000001","1092","11","60.200000000000003","0.59999999999999998","176","6","9.6999999999999993","0.40000000000000002","151","5","8.3000000000000007","0.29999999999999999","8","1","0.40000000000000002","0.10000000000000001"
"Oklahoma","All persons","3846","1","3316","13","86.200000000000003","0.29999999999999999","2461","18","64","0.5","1915","18","49.799999999999997","0.5","538","10","14","0.29999999999999999","150","8","3.8999999999999999","0.20000000000000001","1329","14","34.600000000000001","0.40000000000000002","698","14","18.199999999999999","0.40000000000000002","105","6","2.7000000000000002","0.20000000000000001","686","5","17.800000000000001","0.10000000000000001","373","5","9.6999999999999993","0.10000000000000001","105","4","2.7000000000000002","0.10000000000000001","129","5","3.2999999999999998","0.10000000000000001","530","13","13.800000000000001","0.29999999999999999"
NA,"Under 65 years","3277","3","2750","12","83.900000000000006","0.40000000000000002","2106","18","64.299999999999997","0.5","1741","18","53.100000000000001","0.5","347","9","10.6","0.29999999999999999","101","7","3.1000000000000001","0.20000000000000001","776","13","23.699999999999999","0.40000000000000002","634","14","19.300000000000001","0.40000000000000002","77","6","2.3999999999999999","0.20000000000000001","133","5","4.0999999999999996","0.10000000000000001","31","2","0.90000000000000002","0.10000000000000001","41","3","1.2","0.10000000000000001","61","3","1.8999999999999999","0.10000000000000001","526","13","16.100000000000001","0.40000000000000002"
NA,"Under 19 years","1018","3","939","6","92.299999999999997","0.5","530","10","52.100000000000001","1","436","10","42.899999999999999","1","77","4","7.5999999999999996","0.40000000000000002","33","4","3.2999999999999998","0.40000000000000002","456","9","44.799999999999997","0.90000000000000002","436","10","42.899999999999999","1","46","4","4.5","0.40000000000000002","23","3","2.2000000000000002","0.29999999999999999","2","1","0.20000000000000001","0.10000000000000001","4","1","0.40000000000000002","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","79","5","7.7000000000000002","0.5"
NA,"19 - 64 years","2259","4","1811","10","80.200000000000003","0.40000000000000002","1576","11","69.799999999999997","0.5","1305","11","57.799999999999997","0.5","270","7","12","0.29999999999999999","68","5","3","0.20000000000000001","320","7","14.1","0.29999999999999999","197","7","8.6999999999999993","0.29999999999999999","32","2","1.3999999999999999","0.10000000000000001","111","4","4.9000000000000004","0.20000000000000001","29","2","1.3","0.10000000000000001","37","2","1.6000000000000001","0.10000000000000001","60","3","2.6000000000000001","0.10000000000000001","448","10","19.800000000000001","0.40000000000000002"
NA,"65 years and over","569","2","566","2","99.400000000000006","0.20000000000000001","355","5","62.399999999999999","0.80000000000000004","173","5","30.399999999999999","0.80000000000000004","190","5","33.399999999999999","0.80000000000000004","49","3","8.5999999999999996","0.5","553","2","97.200000000000003","0.29999999999999999","65","4","11.4","0.59999999999999998","28","2","4.9000000000000004","0.40000000000000002","552","2","97","0.29999999999999999","342","4","60.100000000000001","0.80000000000000004","65","4","11.4","0.59999999999999998","67","3","11.9","0.5","3","1","0.59999999999999998","0.20000000000000001"
"Oregon","All persons","4054","1","3802","10","93.799999999999997","0.20000000000000001","2768","22","68.299999999999997","0.5","2168","25","53.5","0.59999999999999998","660","14","16.300000000000001","0.29999999999999999","81","6","2","0.10000000000000001","1614","21","39.799999999999997","0.5","947","23","23.300000000000001","0.59999999999999998","155","8","3.7999999999999998","0.20000000000000001","753","6","18.600000000000001","0.20000000000000001","443","7","10.9","0.20000000000000001","130","6","3.2000000000000002","0.10000000000000001","131","5","3.2000000000000002","0.10000000000000001","253","10","6.2000000000000002","0.20000000000000001"
NA,"Under 65 years","3376","3","3128","10","92.700000000000003","0.29999999999999999","2338","21","69.299999999999997","0.59999999999999998","1979","25","58.600000000000001","0.69999999999999996","396","13","11.699999999999999","0.40000000000000002","40","4","1.2","0.10000000000000001","958","22","28.399999999999999","0.59999999999999998","867","22","25.699999999999999","0.69999999999999996","120","8","3.6000000000000001","0.20000000000000001","99","6","2.8999999999999999","0.20000000000000001","31","3","0.90000000000000002","0.10000000000000001","50","4","1.5","0.10000000000000001","59","4","1.7","0.10000000000000001","248","10","7.2999999999999998","0.29999999999999999"
NA,"Under 19 years","920","4","889","5","96.599999999999994","0.5","566","11","61.5","1.2","491","12","53.299999999999997","1.3","82","6","8.9000000000000004","0.59999999999999998","10","3","1.1000000000000001","0.29999999999999999","373","12","40.600000000000001","1.2","371","12","40.299999999999997","1.2","48","5","5.2000000000000002","0.5","3","1","0.29999999999999999","0.10000000000000001","1","1","0.10000000000000001","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","3","1","0.29999999999999999","0.10000000000000001","31","4","3.3999999999999999","0.5"
NA,"19 - 64 years","2455","4","2239","9","91.200000000000003","0.40000000000000002","1773","15","72.200000000000003","0.59999999999999998","1489","17","60.600000000000001","0.69999999999999996","315","9","12.800000000000001","0.40000000000000002","30","3","1.2","0.10000000000000001","585","14","23.800000000000001","0.59999999999999998","496","14","20.199999999999999","0.59999999999999998","72","5","2.8999999999999999","0.20000000000000001","95","5","3.8999999999999999","0.20000000000000001","30","3","1.2","0.10000000000000001","48","4","2","0.20000000000000001","56","4","2.2999999999999998","0.10000000000000001","216","9","8.8000000000000007","0.40000000000000002"
NA,"65 years and over","679","3","673","3","99.200000000000003","0.20000000000000001","430","7","63.399999999999999","1","188","6","27.800000000000001","0.90000000000000002","264","7","38.899999999999999","1.1000000000000001","40","3","5.9000000000000004","0.5","656","4","96.599999999999994","0.40000000000000002","80","4","11.800000000000001","0.59999999999999998","35","3","5.2000000000000002","0.40000000000000002","654","4","96.400000000000006","0.5","412","7","60.600000000000001","1","80","4","11.800000000000001","0.59999999999999998","72","3","10.699999999999999","0.5","5","1","0.80000000000000004","0.20000000000000001"
"Pennsylvania","All persons","12579","1","11871","21","94.400000000000006","0.20000000000000001","9165","42","72.900000000000006","0.29999999999999999","7390","46","58.700000000000003","0.40000000000000002","2041","28","16.199999999999999","0.20000000000000001","184","8","1.5","0.10000000000000001","4580","31","36.399999999999999","0.29999999999999999","2506","34","19.899999999999999","0.29999999999999999","459","13","3.6000000000000001","0.10000000000000001","2420","10","19.199999999999999","0.10000000000000001","1510","13","12","0.10000000000000001","428","10","3.3999999999999999","0.10000000000000001","277","7","2.2000000000000002","0.10000000000000001","708","21","5.5999999999999996","0.20000000000000001"
NA,"Under 65 years","10439","4","9741","22","93.299999999999997","0.20000000000000001","7705","39","73.799999999999997","0.40000000000000002","6687","44","64.099999999999994","0.40000000000000002","1152","23","11","0.20000000000000001","109","6","1","0.10000000000000001","2503","32","24","0.29999999999999999","2246","31","21.5","0.29999999999999999","338","13","3.2000000000000002","0.10000000000000001","346","10","3.2999999999999998","0.10000000000000001","105","4","1","Z","167","7","1.6000000000000001","0.10000000000000001","103","6","1","0.10000000000000001","698","21","6.7000000000000002","0.20000000000000001"
NA,"Under 19 years","2853","6","2727","8","95.599999999999994","0.29999999999999999","1831","21","64.200000000000003","0.69999999999999996","1635","21","57.299999999999997","0.69999999999999996","213","9","7.5","0.29999999999999999","30","3","1","0.10000000000000001","1057","18","37.100000000000001","0.69999999999999996","1051","18","36.799999999999997","0.69999999999999996","160","9","5.5999999999999996","0.29999999999999999","14","2","0.5","0.10000000000000001","3","1","0.10000000000000001","Z","9","2","0.29999999999999999","0.10000000000000001","3","1","0.10000000000000001","Z","126","8","4.4000000000000004","0.29999999999999999"
NA,"19 - 64 years","7586","6","7014","18","92.5","0.20000000000000001","5874","26","77.400000000000006","0.29999999999999999","5053","30","66.599999999999994","0.40000000000000002","939","18","12.4","0.20000000000000001","79","4","1","0.10000000000000001","1446","21","19.100000000000001","0.29999999999999999","1195","19","15.699999999999999","0.29999999999999999","178","8","2.3999999999999999","0.10000000000000001","332","10","4.4000000000000004","0.10000000000000001","102","4","1.3","0.10000000000000001","158","7","2.1000000000000001","0.10000000000000001","100","6","1.3","0.10000000000000001","572","17","7.5","0.20000000000000001"
NA,"65 years and over","2140","4","2130","4","99.5","0.10000000000000001","1460","12","68.200000000000003","0.59999999999999998","702","10","32.799999999999997","0.5","890","12","41.600000000000001","0.59999999999999998","76","4","3.5","0.20000000000000001","2077","4","97.099999999999994","0.20000000000000001","260","6","12.199999999999999","0.29999999999999999","121","4","5.7000000000000002","0.20000000000000001","2075","5","96.900000000000006","0.20000000000000001","1406","12","65.700000000000003","0.59999999999999998","260","6","12.199999999999999","0.29999999999999999","174","5","8.0999999999999996","0.20000000000000001","10","2","0.5","0.10000000000000001"
"Rhode Island","All persons","1040","1","995","5","95.700000000000003","0.5","746","11","71.700000000000003","1.1000000000000001","598","14","57.5","1.3","170","8","16.399999999999999","0.80000000000000004","18","3","1.7","0.29999999999999999","389","10","37.399999999999999","1","230","11","22.100000000000001","1.1000000000000001","41","5","3.8999999999999999","0.5","197","4","19","0.29999999999999999","105","3","10.1","0.29999999999999999","46","4","4.4000000000000004","0.40000000000000002","23","2","2.2000000000000002","0.20000000000000001","45","5","4.2999999999999998","0.5"
NA,"Under 65 years","874","1","829","5","94.900000000000006","0.5","643","11","73.599999999999994","1.2","551","13","63.100000000000001","1.5","106","7","12.1","0.80000000000000004","12","2","1.3","0.29999999999999999","227","10","26","1.2","204","10","23.399999999999999","1.2","31","5","3.6000000000000001","0.59999999999999998","36","3","4.0999999999999996","0.40000000000000002","8","1","0.90000000000000002","0.20000000000000001","20","3","2.2999999999999998","0.29999999999999999","9","2","1.1000000000000001","0.20000000000000001","45","5","5.0999999999999996","0.5"
NA,"Under 19 years","225","2","220","2","97.799999999999997","0.59999999999999998","152","5","67.599999999999994","2.2999999999999998","135","6","60.200000000000003","2.3999999999999999","18","3","8","1.3","3","1","1.3","0.5","83","5","36.700000000000003","2.1000000000000001","81","5","36.200000000000003","2.1000000000000001","14","4","6.4000000000000004","1.6000000000000001","2","1","0.90000000000000002","0.40000000000000002","Z","Z","0.20000000000000001","0.10000000000000001","1","1","0.40000000000000002","0.29999999999999999","Z","Z","Z","Z","5","1","2.2000000000000002","0.59999999999999998"
NA,"19 - 64 years","649","2","609","5","93.900000000000006","0.59999999999999998","491","8","75.700000000000003","1.1000000000000001","416","9","64.099999999999994","1.3999999999999999","88","6","13.6","0.90000000000000002","9","2","1.3","0.29999999999999999","145","7","22.300000000000001","1.1000000000000001","123","7","18.899999999999999","1","17","2","2.6000000000000001","0.29999999999999999","34","3","5.2000000000000002","0.5","8","1","1.2","0.20000000000000001","19","2","2.8999999999999999","0.40000000000000002","9","2","1.3999999999999999","0.20000000000000001","40","4","6.0999999999999996","0.59999999999999998"
NA,"65 years and over","167","1","166","1","99.799999999999997","0.10000000000000001","102","3","61.5","2","46","3","27.899999999999999","1.8","64","3","38.700000000000003","1.8999999999999999","6","1","3.7000000000000002","0.69999999999999996","161","1","96.900000000000006","0.69999999999999996","26","2","15.6","1.3999999999999999","10","2","5.9000000000000004","0.90000000000000002","161","1","96.700000000000003","0.69999999999999996","97","3","58.5","1.8999999999999999","26","2","15.6","1.3999999999999999","14","2","8.4000000000000004","0.90000000000000002","Z","Z","0.20000000000000001","0.10000000000000001"
"South Carolina","All persons","4861","2","4375","14","90","0.29999999999999999","3242","24","66.700000000000003","0.5","2509","28","51.600000000000001","0.59999999999999998","718","16","14.800000000000001","0.29999999999999999","256","12","5.2999999999999998","0.29999999999999999","1811","21","37.200000000000003","0.40000000000000002","966","21","19.899999999999999","0.40000000000000002","155","8","3.2000000000000002","0.20000000000000001","955","8","19.600000000000001","0.20000000000000001","539","9","11.1","0.20000000000000001","174","6","3.6000000000000001","0.10000000000000001","159","7","3.2999999999999998","0.10000000000000001","486","14","10","0.29999999999999999"
NA,"Under 65 years","4049","3","3566","14","88.099999999999994","0.29999999999999999","2735","23","67.5","0.59999999999999998","2251","26","55.600000000000001","0.59999999999999998","448","14","11.1","0.29999999999999999","166","11","4.0999999999999996","0.29999999999999999","1016","21","25.100000000000001","0.5","861","20","21.300000000000001","0.5","108","8","2.7000000000000002","0.20000000000000001","161","7","4","0.20000000000000001","47","3","1.2","0.10000000000000001","69","5","1.7","0.10000000000000001","77","5","1.8999999999999999","0.10000000000000001","483","14","11.9","0.29999999999999999"
NA,"Under 19 years","1168","5","1118","6","95.700000000000003","0.40000000000000002","653","13","55.899999999999999","1.1000000000000001","545","14","46.700000000000003","1.1000000000000001","74","5","6.2999999999999998","0.5","58","6","5","0.5","515","12","44.100000000000001","1.1000000000000001","510","12","43.700000000000003","1.1000000000000001","48","5","4.0999999999999996","0.40000000000000002","5","1","0.40000000000000002","0.10000000000000001","1","1","0.10000000000000001","Z","2","1","0.10000000000000001","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","50","5","4.2999999999999998","0.40000000000000002"
NA,"19 - 64 years","2881","6","2448","14","85","0.40000000000000002","2082","16","72.299999999999997","0.59999999999999998","1706","19","59.200000000000003","0.59999999999999998","375","12","13","0.40000000000000002","108","7","3.7000000000000002","0.20000000000000001","501","13","17.399999999999999","0.40000000000000002","351","12","12.199999999999999","0.40000000000000002","60","5","2.1000000000000001","0.20000000000000001","156","7","5.4000000000000004","0.20000000000000001","47","3","1.6000000000000001","0.10000000000000001","67","5","2.2999999999999998","0.20000000000000001","74","5","2.6000000000000001","0.20000000000000001","433","12","15","0.40000000000000002"
NA,"65 years and over","812","2","810","2","99.700000000000003","0.10000000000000001","507","8","62.399999999999999","0.90000000000000002","258","8","31.800000000000001","1","269","6","33.100000000000001","0.80000000000000004","90","4","11.1","0.59999999999999998","795","3","97.799999999999997","0.29999999999999999","105","5","13","0.59999999999999998","47","3","5.7999999999999998","0.40000000000000002","794","3","97.700000000000003","0.29999999999999999","492","7","60.5","0.90000000000000002","105","5","13","0.59999999999999998","82","4","10.1","0.5","3","1","0.29999999999999999","0.10000000000000001"
"South Dakota","All persons","849","Z","775","4","91.299999999999997","0.5","623","8","73.5","0.90000000000000002","462","11","54.399999999999999","1.2","166","8","19.600000000000001","0.90000000000000002","35","4","4.2000000000000002","0.40000000000000002","263","7","31","0.80000000000000004","125","7","14.800000000000001","0.80000000000000004","22","3","2.6000000000000001","0.29999999999999999","147","3","17.300000000000001","0.40000000000000002","87","3","10.300000000000001","0.40000000000000002","23","3","2.7000000000000002","0.29999999999999999","32","2","3.7999999999999998","0.29999999999999999","74","4","8.6999999999999993","0.5"
NA,"Under 65 years","718","1","644","5","89.700000000000003","0.59999999999999998","539","8","75.099999999999994","1.1000000000000001","438","10","60.899999999999999","1.3999999999999999","105","7","14.6","1","28","3","3.7999999999999998","0.5","135","7","18.800000000000001","1","112","7","15.6","0.90000000000000002","16","2","2.2000000000000002","0.29999999999999999","19","3","2.7000000000000002","0.40000000000000002","6","1","0.80000000000000004","0.20000000000000001","9","2","1.3","0.29999999999999999","15","2","2.1000000000000001","0.20000000000000001","74","4","10.300000000000001","0.59999999999999998"
NA,"Under 19 years","225","2","215","2","95.299999999999997","0.80000000000000004","148","5","65.799999999999997","2","122","5","54.100000000000001","2.2999999999999998","26","3","11.699999999999999","1.3999999999999999","10","2","4.2000000000000002","0.80000000000000004","75","5","33.5","2","74","5","33","2","9","2","3.8999999999999999","0.80000000000000004","1","1","0.5","0.29999999999999999","Z","Z","0.10000000000000001","0.10000000000000001","Z","Z","0.20000000000000001","0.20000000000000001","Z","Z","0.20000000000000001","0.20000000000000001","11","2","4.7000000000000002","0.80000000000000004"
NA,"19 - 64 years","493","2","429","4","87.099999999999994","0.80000000000000004","391","5","79.299999999999997","1","316","7","64.099999999999994","1.3999999999999999","78","5","15.9","1.1000000000000001","18","2","3.7000000000000002","0.40000000000000002","60","4","12.1","0.90000000000000002","38","4","7.5999999999999996","0.69999999999999996","7","1","1.3999999999999999","0.29999999999999999","18","3","3.7000000000000002","0.5","6","1","1.2","0.20000000000000001","9","2","1.8","0.40000000000000002","14","2","2.8999999999999999","0.29999999999999999","63","4","12.9","0.80000000000000004"
NA,"65 years and over","131","1","131","1","99.799999999999997","0.10000000000000001","84","3","64.400000000000006","2.1000000000000001","24","2","18.600000000000001","1.7","61","3","46.899999999999999","2.2000000000000002","8","1","5.9000000000000004","1","128","1","97.700000000000003","0.69999999999999996","14","2","10.4","1.2","7","1","5","0.90000000000000002","128","1","97.599999999999994","0.69999999999999996","81","3","62.200000000000003","2.2999999999999998","14","2","10.4","1.2","17","2","13.1","1.3","Z","Z","0.20000000000000001","0.10000000000000001"
"Tennessee","All persons","6547","3","5955","16","91","0.20000000000000001","4339","30","66.299999999999997","0.5","3420","29","52.200000000000003","0.40000000000000002","955","19","14.6","0.29999999999999999","219","10","3.3999999999999999","0.10000000000000001","2442","25","37.299999999999997","0.40000000000000002","1411","25","21.600000000000001","0.40000000000000002","228","11","3.5","0.20000000000000001","1202","9","18.399999999999999","0.10000000000000001","633","8","9.6999999999999993","0.10000000000000001","237","8","3.6000000000000001","0.10000000000000001","173","6","2.6000000000000001","0.10000000000000001","592","16","9","0.20000000000000001"
