"Table with row headers in column A and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
NA,"Under 19 years","719","3","661","6","92","0.80000000000000004","435","10","60.399999999999999","1.3","382","10","53.200000000000003","1.5","47","5","6.5","0.69999999999999996","18","3","2.5","0.5","254","11","35.299999999999997","1.5","251","11","34.899999999999999","1.5","26","4","3.6000000000000001","0.59999999999999998","4","1","0.59999999999999998","0.20000000000000001","1","Z","0.10000000000000001","0.10000000000000001","3","1","0.5","0.20000000000000001","2","1","0.29999999999999999","0.20000000000000001","58","6","8","0.80000000000000004"
NA,"19 - 64 years","1789","4","1520","11","85","0.59999999999999998","1255","12","70.099999999999994","0.69999999999999996","1090","14","60.899999999999999","0.80000000000000004","167","8","9.3000000000000007","0.5","43","4","2.3999999999999999","0.20000000000000001","326","11","18.199999999999999","0.59999999999999998","259","10","14.5","0.59999999999999998","31","3","1.8","0.20000000000000001","59","5","3.2999999999999998","0.29999999999999999","17","2","0.90000000000000002","0.10000000000000001","24","2","1.3","0.10000000000000001","38","4","2.1000000000000001","0.20000000000000001","269","11","15","0.59999999999999998"
NA,"65 years and over","454","1","449","2","98.700000000000003","0.40000000000000002","232","6","51","1.3","125","5","27.5","1.2","110","5","24.199999999999999","1.1000000000000001","38","3","8.3000000000000007","0.59999999999999998","432","3","95.099999999999994","0.5","49","3","10.9","0.69999999999999996","15","2","3.2999999999999998","0.40000000000000002","431","3","94.900000000000006","0.59999999999999998","215","6","47.299999999999997","1.3","49","3","10.9","0.69999999999999996","46","3","10","0.59999999999999998","6","2","1.3","0.40000000000000002"
"New Hampshire","All persons","1325","1","1248","5","94.200000000000003","0.40000000000000002","1016","11","76.700000000000003","0.80000000000000004","845","11","63.799999999999997","0.80000000000000004","190","8","14.4","0.59999999999999998","29","4","2.2000000000000002","0.29999999999999999","421","9","31.800000000000001","0.69999999999999996","182","9","13.800000000000001","0.69999999999999996","30","4","2.2999999999999998","0.29999999999999999","254","4","19.199999999999999","0.29999999999999999","163","4","12.300000000000001","0.29999999999999999","27","3","2.1000000000000001","0.20000000000000001","33","3","2.5","0.20000000000000001","77","5","5.7999999999999998","0.40000000000000002"
NA,"Under 65 years","1098","1","1022","6","93.099999999999994","0.5","857","10","78.099999999999994","0.90000000000000002","761","10","69.299999999999997","0.90000000000000002","103","7","9.4000000000000004","0.69999999999999996","13","2","1.2","0.20000000000000001","202","9","18.399999999999999","0.80000000000000004","167","9","15.300000000000001","0.80000000000000004","21","3","1.8999999999999999","0.29999999999999999","36","3","3.2999999999999998","0.29999999999999999","12","2","1.1000000000000001","0.10000000000000001","12","2","1.1000000000000001","0.20000000000000001","13","2","1.2","0.20000000000000001","76","5","6.9000000000000004","0.5"
NA,"Under 19 years","276","2","270","3","97.700000000000003","0.5","194","5","70.200000000000003","1.8","176","5","63.600000000000001","1.8999999999999999","17","3","6.0999999999999996","0.90000000000000002","3","1","1.3","0.40000000000000002","85","6","30.899999999999999","2","85","6","30.600000000000001","2","9","2","3.2999999999999998","0.69999999999999996","1","1","0.5","0.20000000000000001","Z","Z","Z","Z","1","Z","0.29999999999999999","0.20000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","6","1","2.2999999999999998","0.5"
NA,"19 - 64 years","822","3","752","6","91.5","0.59999999999999998","663","8","80.700000000000003","0.80000000000000004","585","7","71.299999999999997","0.90000000000000002","86","6","10.5","0.69999999999999996","10","2","1.2","0.20000000000000001","117","6","14.300000000000001","0.69999999999999996","83","5","10.1","0.59999999999999998","12","2","1.5","0.20000000000000001","35","3","4.2000000000000002","0.40000000000000002","12","2","1.3999999999999999","0.20000000000000001","12","2","1.3999999999999999","0.20000000000000001","13","2","1.6000000000000001","0.20000000000000001","70","5","8.5","0.59999999999999998"
NA,"65 years and over","227","1","226","1","99.599999999999994","0.29999999999999999","160","4","70.200000000000003","1.7","84","4","37","1.8","88","4","38.5","1.8999999999999999","15","2","6.7999999999999998","1","218","2","96.099999999999994","0.59999999999999998","15","2","6.5","0.90000000000000002","9","1","4","0.59999999999999998","218","2","95.799999999999997","0.59999999999999998","151","4","66.599999999999994","1.7","15","2","6.5","0.90000000000000002","20","2","8.8000000000000007","0.80000000000000004","1","1","0.40000000000000002","0.29999999999999999"
"New Jersey","All persons","8902","2","8214","18","92.299999999999997","0.20000000000000001","6413","30","72","0.29999999999999999","5523","31","62","0.40000000000000002","1063","22","11.9","0.29999999999999999","88","7","1","0.10000000000000001","2793","26","31.399999999999999","0.29999999999999999","1530","26","17.199999999999999","0.29999999999999999","217","11","2.3999999999999999","0.10000000000000001","1492","9","16.800000000000001","0.10000000000000001","833","12","9.4000000000000004","0.10000000000000001","255","8","2.8999999999999999","0.10000000000000001","96","5","1.1000000000000001","0.10000000000000001","688","17","7.7000000000000002","0.20000000000000001"
NA,"Under 65 years","7525","2","6851","17","91","0.20000000000000001","5574","29","74.099999999999994","0.40000000000000002","4979","30","66.200000000000003","0.40000000000000002","681","19","9","0.29999999999999999","56","6","0.69999999999999996","0.10000000000000001","1487","25","19.800000000000001","0.29999999999999999","1357","26","18","0.29999999999999999","157","10","2.1000000000000001","0.10000000000000001","187","7","2.5","0.10000000000000001","53","4","0.69999999999999996","Z","81","4","1.1000000000000001","0.10000000000000001","32","3","0.40000000000000002","Z","674","17","9","0.20000000000000001"
NA,"Under 19 years","2094","5","2015","9","96.299999999999997","0.29999999999999999","1416","15","67.599999999999994","0.69999999999999996","1279","16","61.100000000000001","0.69999999999999996","145","8","6.9000000000000004","0.40000000000000002","21","4","1","0.20000000000000001","669","16","31.899999999999999","0.80000000000000004","662","16","31.600000000000001","0.80000000000000004","67","6","3.2000000000000002","0.29999999999999999","11","3","0.5","0.10000000000000001","3","1","0.10000000000000001","0.10000000000000001","4","1","0.20000000000000001","0.10000000000000001","Z","Z","Z","Z","78","7","3.7000000000000002","0.29999999999999999"
NA,"19 - 64 years","5431","6","4836","16","89","0.29999999999999999","4159","22","76.599999999999994","0.40000000000000002","3699","22","68.099999999999994","0.40000000000000002","536","14","9.9000000000000004","0.29999999999999999","35","3","0.59999999999999998","0.10000000000000001","819","15","15.1","0.29999999999999999","694","15","12.800000000000001","0.29999999999999999","90","6","1.7","0.10000000000000001","177","7","3.2999999999999998","0.10000000000000001","50","4","0.90000000000000002","0.10000000000000001","76","4","1.3999999999999999","0.10000000000000001","31","3","0.59999999999999998","0.10000000000000001","595","15","11","0.29999999999999999"
NA,"65 years and over","1377","2","1363","3","99","0.20000000000000001","838","10","60.799999999999997","0.69999999999999996","545","10","39.5","0.69999999999999996","383","8","27.800000000000001","0.59999999999999998","32","3","2.3999999999999999","0.20000000000000001","1305","5","94.799999999999997","0.29999999999999999","174","6","12.6","0.5","60","4","4.4000000000000004","0.29999999999999999","1305","5","94.700000000000003","0.29999999999999999","780","11","56.600000000000001","0.80000000000000004","174","6","12.6","0.5","65","3","4.7000000000000002","0.20000000000000001","14","3","1","0.20000000000000001"
"New Mexico","All persons","2054","1","1867","12","90.900000000000006","0.59999999999999998","1119","22","54.399999999999999","1.1000000000000001","887","22","43.200000000000003","1.1000000000000001","222","10","10.800000000000001","0.5","89","6","4.2999999999999998","0.29999999999999999","1011","18","49.200000000000003","0.90000000000000002","682","17","33.200000000000003","0.80000000000000004","82","8","4","0.40000000000000002","396","5","19.300000000000001","0.29999999999999999","189","5","9.1999999999999993","0.29999999999999999","93","5","4.5","0.20000000000000001","68","5","3.2999999999999998","0.20000000000000001","187","12","9.0999999999999996","0.59999999999999998"
NA,"Under 65 years","1709","2","1526","12","89.299999999999997","0.69999999999999996","935","21","54.700000000000003","1.2","782","20","45.700000000000003","1.2","141","9","8.1999999999999993","0.5","57","5","3.2999999999999998","0.29999999999999999","678","18","39.700000000000003","1","622","17","36.399999999999999","1","63","7","3.7000000000000002","0.40000000000000002","64","5","3.7999999999999998","0.29999999999999999","14","2","0.80000000000000004","0.10000000000000001","32","3","1.8999999999999999","0.20000000000000001","32","3","1.8","0.20000000000000001","183","12","10.699999999999999","0.69999999999999996"
NA,"Under 19 years","523","4","496","5","94.900000000000006","0.69999999999999996","232","9","44.299999999999997","1.7","194","9","37.100000000000001","1.7","29","4","5.5","0.80000000000000004","18","3","3.3999999999999999","0.59999999999999998","292","9","55.799999999999997","1.7","290","9","55.5","1.7","27","4","5.0999999999999996","0.80000000000000004","2","1","0.5","0.20000000000000001","Z","Z","Z","Z","1","1","0.29999999999999999","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","26","4","5.0999999999999996","0.69999999999999996"
NA,"19 - 64 years","1187","4","1030","11","86.799999999999997","0.90000000000000002","703","16","59.200000000000003","1.3","588","14","49.5","1.2","112","7","9.5","0.59999999999999998","39","4","3.2999999999999998","0.29999999999999999","387","12","32.600000000000001","1","332","11","27.899999999999999","1","36","4","3.1000000000000001","0.29999999999999999","62","4","5.2000000000000002","0.40000000000000002","14","2","1.1000000000000001","0.20000000000000001","31","3","2.6000000000000001","0.20000000000000001","31","3","2.6000000000000001","0.29999999999999999","157","10","13.199999999999999","0.90000000000000002"
NA,"65 years and over","345","2","341","2","99","0.29999999999999999","184","5","53.399999999999999","1.3","105","5","30.399999999999999","1.5","81","4","23.399999999999999","1","32","3","9.3000000000000007","0.80000000000000004","333","3","96.599999999999994","0.59999999999999998","61","4","17.5","1.1000000000000001","19","2","5.5","0.59999999999999998","332","3","96.200000000000003","0.59999999999999998","175","5","50.799999999999997","1.3999999999999999","61","4","17.5","1.1000000000000001","37","3","10.699999999999999","0.90000000000000002","4","1","1","0.29999999999999999"
"New York","All persons","19608","2","18495","27","94.299999999999997","0.10000000000000001","13124","59","66.900000000000006","0.29999999999999999","10965","56","55.899999999999999","0.29999999999999999","2587","38","13.199999999999999","0.20000000000000001","166","9","0.80000000000000004","Z","7766","49","39.600000000000001","0.20000000000000001","5157","49","26.300000000000001","0.29999999999999999","752","22","3.7999999999999998","0.10000000000000001","3381","15","17.199999999999999","0.10000000000000001","1797","18","9.1999999999999993","0.10000000000000001","848","15","4.2999999999999998","0.10000000000000001","265","8","1.3","Z","1113","27","5.7000000000000002","0.10000000000000001"
NA,"Under 65 years","16542","4","15450","27","93.400000000000006","0.20000000000000001","11340","58","68.599999999999994","0.40000000000000002","9758","55","59","0.29999999999999999","1833","34","11.1","0.20000000000000001","109","7","0.69999999999999996","Z","4844","49","29.300000000000001","0.29999999999999999","4560","48","27.600000000000001","0.29999999999999999","595","22","3.6000000000000001","0.10000000000000001","461","13","2.7999999999999998","0.10000000000000001","136","8","0.80000000000000004","Z","251","9","1.5","0.10000000000000001","104","6","0.59999999999999998","Z","1091","27","6.5999999999999996","0.20000000000000001"
NA,"Under 19 years","4403","7","4286","12","97.299999999999997","0.20000000000000001","2718","26","61.700000000000003","0.59999999999999998","2278","24","51.700000000000003","0.5","480","19","10.9","0.40000000000000002","37","4","0.80000000000000004","0.10000000000000001","1837","25","41.700000000000003","0.5","1826","25","41.5","0.5","265","13","6","0.29999999999999999","25","4","0.59999999999999998","0.10000000000000001","5","1","0.10000000000000001","Z","15","3","0.29999999999999999","0.10000000000000001","4","2","0.10000000000000001","Z","118","9","2.7000000000000002","0.20000000000000001"
NA,"19 - 64 years","12138","7","11165","24","92","0.20000000000000001","8622","40","71","0.29999999999999999","7480","38","61.600000000000001","0.29999999999999999","1353","25","11.1","0.20000000000000001","72","5","0.59999999999999998","Z","3007","33","24.800000000000001","0.29999999999999999","2733","31","22.5","0.29999999999999999","330","13","2.7000000000000002","0.10000000000000001","436","12","3.6000000000000001","0.10000000000000001","131","7","1.1000000000000001","0.10000000000000001","236","8","1.8999999999999999","0.10000000000000001","100","5","0.80000000000000004","Z","974","22","8","0.20000000000000001"
NA,"65 years and over","3067","3","3045","4","99.299999999999997","0.10000000000000001","1784","14","58.200000000000003","0.40000000000000002","1207","16","39.399999999999999","0.5","754","14","24.600000000000001","0.40000000000000002","57","4","1.8999999999999999","0.10000000000000001","2923","7","95.299999999999997","0.20000000000000001","597","12","19.5","0.40000000000000002","157","7","5.0999999999999996","0.20000000000000001","2920","7","95.200000000000003","0.20000000000000001","1660","14","54.100000000000001","0.5","597","12","19.5","0.40000000000000002","160","6","5.2000000000000002","0.20000000000000001","22","3","0.69999999999999996","0.10000000000000001"
"North Carolina","All persons","10071","3","8995","24","89.299999999999997","0.20000000000000001","6752","43","67","0.40000000000000002","5213","44","51.799999999999997","0.40000000000000002","1519","26","15.1","0.29999999999999999","446","15","4.4000000000000004","0.20000000000000001","3491","33","34.700000000000003","0.29999999999999999","1863","33","18.5","0.29999999999999999","259","10","2.6000000000000001","0.10000000000000001","1833","11","18.199999999999999","0.10000000000000001","1016","11","10.1","0.10000000000000001","323","10","3.2000000000000002","0.10000000000000001","286","9","2.7999999999999998","0.10000000000000001","1076","24","10.699999999999999","0.20000000000000001"
NA,"Under 65 years","8482","6","7413","25","87.400000000000006","0.29999999999999999","5780","41","68.099999999999994","0.5","4734","43","55.799999999999997","0.5","959","24","11.300000000000001","0.29999999999999999","321","14","3.7999999999999998","0.20000000000000001","1942","32","22.899999999999999","0.40000000000000002","1671","32","19.699999999999999","0.40000000000000002","181","9","2.1000000000000001","0.10000000000000001","286","9","3.3999999999999999","0.10000000000000001","76","4","0.90000000000000002","0.10000000000000001","131","7","1.5","0.10000000000000001","142","7","1.7","0.10000000000000001","1069","24","12.6","0.29999999999999999"
NA,"Under 19 years","2451","8","2332","11","95.200000000000003","0.29999999999999999","1380","20","56.299999999999997","0.80000000000000004","1127","19","46","0.80000000000000004","183","9","7.5","0.40000000000000002","120","7","4.9000000000000004","0.29999999999999999","1029","21","42","0.80000000000000004","1021","22","41.700000000000003","0.90000000000000002","74","6","3","0.20000000000000001","8","2","0.29999999999999999","0.10000000000000001","1","1","Z","Z","4","1","0.20000000000000001","Z","5","2","0.20000000000000001","0.10000000000000001","119","8","4.7999999999999998","0.29999999999999999"
NA,"19 - 64 years","6031","10","5081","22","84.200000000000003","0.29999999999999999","4400","29","73","0.5","3608","30","59.799999999999997","0.5","776","21","12.9","0.29999999999999999","202","10","3.2999999999999998","0.20000000000000001","913","17","15.1","0.29999999999999999","650","16","10.800000000000001","0.29999999999999999","107","6","1.8","0.10000000000000001","278","9","4.5999999999999996","0.10000000000000001","75","4","1.2","0.10000000000000001","127","6","2.1000000000000001","0.10000000000000001","138","7","2.2999999999999998","0.10000000000000001","950","21","15.800000000000001","0.29999999999999999"
NA,"65 years and over","1589","4","1582","4","99.5","0.10000000000000001","972","11","61.200000000000003","0.69999999999999996","479","10","30.199999999999999","0.59999999999999998","560","11","35.200000000000003","0.69999999999999996","125","6","7.7999999999999998","0.29999999999999999","1550","4","97.5","0.20000000000000001","192","7","12.1","0.5","79","4","4.9000000000000004","0.29999999999999999","1548","4","97.400000000000006","0.20000000000000001","939","11","59.100000000000001","0.59999999999999998","192","7","12.1","0.5","144","6","9.0999999999999996","0.29999999999999999","7","2","0.5","0.10000000000000001"
"North Dakota","All persons","738","1","683","5","92.5","0.59999999999999998","589","9","79.799999999999997","1.2","454","9","61.5","1.2","140","5","19","0.59999999999999998","28","4","3.8999999999999999","0.5","190","7","25.800000000000001","1","82","7","11.199999999999999","0.90000000000000002","19","2","2.5","0.29999999999999999","114","2","15.4","0.29999999999999999","78","3","10.6","0.40000000000000002","14","1","1.8999999999999999","0.20000000000000001","20","2","2.7000000000000002","0.29999999999999999","56","5","7.5","0.59999999999999998"
NA,"Under 65 years","632","2","576","5","91.200000000000003","0.80000000000000004","511","9","80.900000000000006","1.3999999999999999","426","9","67.400000000000006","1.3999999999999999","87","4","13.699999999999999","0.69999999999999996","21","3","3.2999999999999998","0.5","88","7","13.9","1.1000000000000001","73","7","11.6","1.1000000000000001","13","2","2.1000000000000001","0.29999999999999999","12","1","1.8","0.20000000000000001","4","1","0.59999999999999998","0.20000000000000001","5","1","0.69999999999999996","0.10000000000000001","9","2","1.3999999999999999","0.20000000000000001","55","5","8.8000000000000007","0.80000000000000004"
NA,"Under 19 years","184","2","170","3","92.5","1.3999999999999999","138","5","75","2.7000000000000002","117","5","63.700000000000003","2.7000000000000002","19","3","10.1","1.3999999999999999","7","2","3.7000000000000002","0.90000000000000002","40","5","21.800000000000001","2.5","39","5","21.399999999999999","2.5","8","2","4.2000000000000002","1","1","Z","0.40000000000000002","0.20000000000000001","Z","Z","0.10000000000000001","Z","Z","Z","0.10000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","14","3","7.5","1.3999999999999999"
NA,"19 - 64 years","448","2","407","4","90.700000000000003","0.80000000000000004","373","5","83.299999999999997","1.1000000000000001","309","6","69","1.2","68","3","15.199999999999999","0.69999999999999996","14","2","3.2000000000000002","0.5","48","4","10.6","0.80000000000000004","34","3","7.5999999999999996","0.69999999999999996","5","1","1.2","0.29999999999999999","11","1","2.3999999999999999","0.29999999999999999","4","1","0.90000000000000002","0.20000000000000001","5","1","1","0.20000000000000001","9","2","2","0.29999999999999999","41","3","9.3000000000000007","0.80000000000000004"
NA,"65 years and over","107","1","106","1","99.700000000000003","0.20000000000000001","78","2","73.200000000000003","2.2000000000000002","28","2","26.5","2.1000000000000001","54","3","50.399999999999999","2.3999999999999999","7","1","7","1.3","103","1","96.299999999999997","0.90000000000000002","9","1","8.5999999999999996","1","6","1","5.2000000000000002","0.90000000000000002","102","1","96.099999999999994","0.90000000000000002","74","2","69.799999999999997","2.2000000000000002","9","1","8.5999999999999996","1","11","1","10.4","1.1000000000000001","Z","Z","0.29999999999999999","0.20000000000000001"
"Ohio","All persons","11485","1","10799","22","94","0.20000000000000001","7934","43","69.099999999999994","0.40000000000000002","6763","44","58.899999999999999","0.40000000000000002","1387","23","12.1","0.20000000000000001","191","10","1.7","0.10000000000000001","4316","38","37.600000000000001","0.29999999999999999","2415","38","21","0.29999999999999999","305","13","2.7000000000000002","0.10000000000000001","2127","12","18.5","0.10000000000000001","1183","11","10.300000000000001","0.10000000000000001","313","9","2.7000000000000002","0.10000000000000001","269","8","2.2999999999999998","0.10000000000000001","686","22","6","0.20000000000000001"
NA,"Under 65 years","9615","4","8938","23","93","0.20000000000000001","6775","39","70.5","0.40000000000000002","6095","41","63.399999999999999","0.40000000000000002","768","19","8","0.20000000000000001","121","9","1.3","0.10000000000000001","2508","36","26.100000000000001","0.40000000000000002","2239","36","23.300000000000001","0.40000000000000002","233","12","2.3999999999999999","0.10000000000000001","322","10","3.2999999999999998","0.10000000000000001","79","4","0.80000000000000004","Z","137","7","1.3999999999999999","0.10000000000000001","111","6","1.2","0.10000000000000001","677","22","7","0.20000000000000001"
NA,"Under 19 years","2759","6","2634","11","95.5","0.40000000000000002","1731","21","62.799999999999997","0.80000000000000004","1581","21","57.299999999999997","0.69999999999999996","152","7","5.5","0.29999999999999999","40","5","1.3999999999999999","0.20000000000000001","1023","22","37.100000000000001","0.80000000000000004","1014","22","36.799999999999997","0.80000000000000004","119","8","4.2999999999999998","0.29999999999999999","16","3","0.59999999999999998","0.10000000000000001","3","1","0.10000000000000001","Z","9","2","0.29999999999999999","0.10000000000000001","3","1","0.10000000000000001","0.10000000000000001","125","10","4.5","0.40000000000000002"
NA,"19 - 64 years","6856","7","6304","19","92","0.29999999999999999","5044","25","73.599999999999994","0.40000000000000002","4514","27","65.900000000000006","0.40000000000000002","615","15","9","0.20000000000000001","82","6","1.2","0.10000000000000001","1485","20","21.699999999999999","0.29999999999999999","1225","18","17.899999999999999","0.29999999999999999","114","6","1.7","0.10000000000000001","306","10","4.5","0.10000000000000001","76","4","1.1000000000000001","0.10000000000000001","128","6","1.8999999999999999","0.10000000000000001","108","5","1.6000000000000001","0.10000000000000001","552","17","8","0.29999999999999999"
NA,"65 years and over","1870","4","1861","4","99.5","0.10000000000000001","1159","10","62","0.5","668","11","35.700000000000003","0.59999999999999998","619","11","33.100000000000001","0.59999999999999998","69","5","3.7000000000000002","0.29999999999999999","1808","6","96.700000000000003","0.20000000000000001","176","8","9.4000000000000004","0.40000000000000002","72","4","3.7999999999999998","0.20000000000000001","1805","6","96.5","0.20000000000000001","1104","10","59","0.5","176","8","9.4000000000000004","0.40000000000000002","157","5","8.4000000000000004","0.29999999999999999","9","2","0.5","0.10000000000000001"
"Oklahoma","All persons","3851","2","3306","11","85.799999999999997","0.29999999999999999","2465","18","64","0.5","1950","18","50.600000000000001","0.5","516","10","13.4","0.29999999999999999","151","8","3.8999999999999999","0.20000000000000001","1333","14","34.600000000000001","0.40000000000000002","697","13","18.100000000000001","0.29999999999999999","106","6","2.7999999999999998","0.20000000000000001","694","6","18","0.20000000000000001","386","6","10","0.10000000000000001","111","5","2.8999999999999999","0.10000000000000001","125","5","3.2000000000000002","0.10000000000000001","545","12","14.199999999999999","0.29999999999999999"
NA,"Under 65 years","3267","3","2726","11","83.400000000000006","0.29999999999999999","2098","18","64.200000000000003","0.5","1770","17","54.200000000000003","0.5","316","10","9.6999999999999993","0.29999999999999999","103","7","3.1000000000000001","0.20000000000000001","765","13","23.399999999999999","0.40000000000000002","633","13","19.399999999999999","0.40000000000000002","79","6","2.3999999999999999","0.20000000000000001","127","6","3.8999999999999999","0.20000000000000001","31","2","1","0.10000000000000001","46","4","1.3999999999999999","0.10000000000000001","60","5","1.8999999999999999","0.10000000000000001","541","12","16.600000000000001","0.29999999999999999"
NA,"Under 19 years","1019","3","936","6","91.900000000000006","0.5","536","11","52.600000000000001","1.1000000000000001","453","10","44.399999999999999","1","68","5","6.7000000000000002","0.5","35","4","3.5","0.40000000000000002","453","10","44.399999999999999","0.90000000000000002","440","9","43.200000000000003","0.90000000000000002","49","4","4.7999999999999998","0.40000000000000002","16","3","1.6000000000000001","0.29999999999999999","3","1","0.20000000000000001","0.10000000000000001","5","1","0.5","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","82","5","8.0999999999999996","0.5"
NA,"19 - 64 years","2248","4","1789","9","79.599999999999994","0.40000000000000002","1562","11","69.5","0.5","1317","11","58.600000000000001","0.5","247","7","11","0.29999999999999999","67","4","3","0.20000000000000001","312","8","13.9","0.29999999999999999","193","7","8.5999999999999996","0.29999999999999999","30","2","1.3","0.10000000000000001","111","4","4.9000000000000004","0.20000000000000001","29","2","1.3","0.10000000000000001","41","3","1.8","0.10000000000000001","58","4","2.6000000000000001","0.20000000000000001","459","9","20.399999999999999","0.40000000000000002"
NA,"65 years and over","584","2","580","2","99.299999999999997","0.20000000000000001","367","5","62.799999999999997","0.90000000000000002","180","6","30.800000000000001","1","200","5","34.299999999999997","0.80000000000000004","49","3","8.3000000000000007","0.59999999999999998","568","3","97.200000000000003","0.29999999999999999","64","3","11","0.59999999999999998","28","2","4.7999999999999998","0.40000000000000002","567","3","97","0.29999999999999999","355","5","60.700000000000003","0.80000000000000004","64","3","11","0.59999999999999998","64","3","11","0.40000000000000002","4","1","0.69999999999999996","0.20000000000000001"
"Oregon","All persons","4103","1","3822","12","93.200000000000003","0.29999999999999999","2770","22","67.5","0.5","2174","23","53","0.59999999999999998","639","14","15.6","0.29999999999999999","84","7","2","0.20000000000000001","1629","20","39.700000000000003","0.5","944","20","23","0.5","147","8","3.6000000000000001","0.20000000000000001","776","7","18.899999999999999","0.20000000000000001","451","8","11","0.20000000000000001","132","5","3.2000000000000002","0.10000000000000001","124","5","3","0.10000000000000001","281","12","6.7999999999999998","0.29999999999999999"
NA,"Under 65 years","3405","3","3127","12","91.799999999999997","0.40000000000000002","2333","21","68.5","0.59999999999999998","1987","23","58.299999999999997","0.69999999999999996","370","12","10.9","0.29999999999999999","41","5","1.2","0.20000000000000001","949","19","27.899999999999999","0.59999999999999998","858","20","25.199999999999999","0.59999999999999998","109","7","3.2000000000000002","0.20000000000000001","97","6","2.7999999999999998","0.20000000000000001","29","3","0.90000000000000002","0.10000000000000001","46","3","1.3999999999999999","0.10000000000000001","54","3","1.6000000000000001","0.10000000000000001","278","12","8.1999999999999993","0.40000000000000002"
NA,"Under 19 years","928","4","895","6","96.400000000000006","0.5","562","12","60.600000000000001","1.3","492","11","53","1.2","70","5","7.5","0.59999999999999998","12","3","1.3","0.29999999999999999","377","11","40.600000000000001","1.2","375","11","40.399999999999999","1.1000000000000001","43","4","4.5999999999999996","0.5","3","1","0.40000000000000002","0.10000000000000001","1","Z","0.10000000000000001","Z","2","1","0.20000000000000001","0.10000000000000001","1","1","0.10000000000000001","0.10000000000000001","33","4","3.6000000000000001","0.5"
NA,"19 - 64 years","2477","4","2232","11","90.099999999999994","0.40000000000000002","1771","15","71.5","0.59999999999999998","1495","17","60.299999999999997","0.69999999999999996","300","9","12.1","0.40000000000000002","29","4","1.2","0.10000000000000001","573","14","23.100000000000001","0.59999999999999998","483","14","19.5","0.59999999999999998","66","4","2.7000000000000002","0.20000000000000001","94","5","3.7999999999999998","0.20000000000000001","29","3","1.2","0.10000000000000001","44","3","1.8","0.10000000000000001","53","3","2.2000000000000002","0.10000000000000001","245","11","9.9000000000000004","0.40000000000000002"
NA,"65 years and over","698","3","695","3","99.599999999999994","0.10000000000000001","437","7","62.600000000000001","0.90000000000000002","188","6","26.899999999999999","0.90000000000000002","269","7","38.600000000000001","1","43","4","6.0999999999999996","0.5","680","3","97.5","0.29999999999999999","85","4","12.199999999999999","0.59999999999999998","38","3","5.5","0.40000000000000002","679","3","97.400000000000006","0.29999999999999999","422","7","60.5","1","85","4","12.199999999999999","0.59999999999999998","70","3","10","0.40000000000000002","3","1","0.40000000000000002","0.10000000000000001"
"Pennsylvania","All persons","12602","1","11910","21","94.5","0.20000000000000001","9143","34","72.5","0.29999999999999999","7470","37","59.299999999999997","0.29999999999999999","1916","23","15.199999999999999","0.20000000000000001","183","8","1.5","0.10000000000000001","4641","31","36.799999999999997","0.20000000000000001","2484","29","19.699999999999999","0.20000000000000001","452","11","3.6000000000000001","0.10000000000000001","2506","13","19.899999999999999","0.10000000000000001","1522","13","12.1","0.10000000000000001","426","12","3.3999999999999999","0.10000000000000001","264","7","2.1000000000000001","0.10000000000000001","692","21","5.5","0.20000000000000001"
NA,"Under 65 years","10405","4","9723","20","93.400000000000006","0.20000000000000001","7663","33","73.599999999999994","0.29999999999999999","6758","35","64.900000000000006","0.29999999999999999","1020","19","9.8000000000000007","0.20000000000000001","104","7","1","0.10000000000000001","2514","30","24.199999999999999","0.29999999999999999","2225","30","21.399999999999999","0.29999999999999999","329","10","3.2000000000000002","0.10000000000000001","381","11","3.7000000000000002","0.10000000000000001","103","5","1","Z","167","8","1.6000000000000001","0.10000000000000001","98","5","0.90000000000000002","Z","682","21","6.5999999999999996","0.20000000000000001"
NA,"Under 19 years","2835","5","2710","10","95.599999999999994","0.29999999999999999","1837","18","64.799999999999997","0.59999999999999998","1660","18","58.5","0.59999999999999998","189","9","6.7000000000000002","0.29999999999999999","26","4","0.90000000000000002","0.10000000000000001","1037","17","36.600000000000001","0.59999999999999998","1026","17","36.200000000000003","0.59999999999999998","160","7","5.7000000000000002","0.20000000000000001","19","4","0.69999999999999996","0.10000000000000001","5","1","0.20000000000000001","Z","10","3","0.29999999999999999","0.10000000000000001","2","1","0.10000000000000001","Z","125","9","4.4000000000000004","0.29999999999999999"
