"Table with row headers in column A and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
NA,"65 years and over","812","4","810","4","99.700000000000003","0.10000000000000001","497","9","61.200000000000003","1.1000000000000001","264","9","32.5","1.1000000000000001","255","7","31.399999999999999","0.80000000000000004","86","4","10.699999999999999","0.5","794","4","97.799999999999997","0.29999999999999999","110","5","13.6","0.69999999999999996","48","3","5.9000000000000004","0.40000000000000002","793","4","97.700000000000003","0.29999999999999999","481","10","59.299999999999997","1.1000000000000001","110","5","13.6","0.69999999999999996","71","4","8.8000000000000007","0.40000000000000002","2","1","0.29999999999999999","0.10000000000000001"
"Alaska","All persons","713","1","623","6","87.400000000000006","0.90000000000000002","460","10","64.5","1.3999999999999999","381","11","53.5","1.6000000000000001","53","4","7.4000000000000004","0.59999999999999998","70","7","9.8000000000000007","0.90000000000000002","247","8","34.600000000000001","1.1000000000000001","157","8","22","1.1000000000000001","25","3","3.5","0.5","95","3","13.4","0.40000000000000002","51","2","7.2000000000000002","0.29999999999999999","23","2","3.2000000000000002","0.29999999999999999","33","3","4.5999999999999996","0.40000000000000002","90","6","12.6","0.90000000000000002"
NA,"Under 65 years","627","2","537","6","85.700000000000003","1","408","9","65.099999999999994","1.5","341","11","54.5","1.7","41","5","6.5999999999999996","0.69999999999999996","60","6","9.5999999999999996","1","165","8","26.300000000000001","1.2","142","8","22.699999999999999","1.3","20","3","3.2000000000000002","0.5","14","2","2.2000000000000002","0.29999999999999999","3","1","0.5","0.10000000000000001","9","1","1.3999999999999999","0.20000000000000001","20","3","3.2000000000000002","0.40000000000000002","89","6","14.300000000000001","1"
NA,"Under 19 years","193","1","174","3","90.599999999999994","1.3","118","4","61.5","2.2999999999999998","94","5","49","2.6000000000000001","9","2","4.7999999999999998","1","23","3","11.9","1.8","67","4","34.700000000000003","2.2999999999999998","66","5","34.100000000000001","2.3999999999999999","10","2","5.2999999999999998","1","1","Z","0.5","0.29999999999999999","Z","Z","0.10000000000000001","0.10000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","1","1","0.29999999999999999","0.29999999999999999","18","3","9.4000000000000004","1.3"
NA,"19 - 64 years","434","2","363","5","83.599999999999994","1.2","290","6","66.700000000000003","1.5","247","7","56.899999999999999","1.6000000000000001","32","3","7.2999999999999998","0.80000000000000004","37","4","8.5999999999999996","1","98","5","22.600000000000001","1.1000000000000001","77","5","17.699999999999999","1.2","10","2","2.2999999999999998","0.40000000000000002","13","2","3","0.40000000000000002","3","1","0.69999999999999996","0.20000000000000001","8","1","1.8999999999999999","0.29999999999999999","19","2","4.4000000000000004","0.5","71","5","16.399999999999999","1.2"
NA,"65 years and over","86","2","86","2","99.299999999999997","0.29999999999999999","52","2","60.399999999999999","2.2999999999999998","40","3","46","2.8999999999999999","12","2","13.5","1.8","10","2","11.199999999999999","2","82","2","94.700000000000003","1.3","15","2","16.899999999999999","1.8","5","1","5.5","1.3","82","2","94.400000000000006","1.3","48","2","55.600000000000001","2.2000000000000002","15","2","16.899999999999999","1.8","13","1","14.800000000000001","1.6000000000000001","1","Z","0.69999999999999996","0.29999999999999999"
"Arizona","All persons","7065","2","6315","24","89.400000000000006","0.29999999999999999","4421","36","62.600000000000001","0.5","3560","37","50.399999999999999","0.5","905","18","12.800000000000001","0.29999999999999999","233","11","3.2999999999999998","0.20000000000000001","2776","29","39.299999999999997","0.40000000000000002","1581","30","22.399999999999999","0.40000000000000002","211","11","3","0.20000000000000001","1355","7","19.199999999999999","0.10000000000000001","685","10","9.6999999999999993","0.10000000000000001","233","9","3.2999999999999998","0.10000000000000001","215","7","3","0.10000000000000001","750","24","10.6","0.29999999999999999"
NA,"Under 65 years","5818","3","5077","24","87.299999999999997","0.40000000000000002","3739","34","64.299999999999997","0.59999999999999998","3235","36","55.600000000000001","0.59999999999999998","521","16","8.9000000000000004","0.29999999999999999","138","10","2.3999999999999999","0.20000000000000001","1574","29","27.100000000000001","0.5","1420","29","24.399999999999999","0.5","156","10","2.7000000000000002","0.20000000000000001","154","7","2.6000000000000001","0.10000000000000001","39","3","0.69999999999999996","0.10000000000000001","72","6","1.2","0.10000000000000001","92","6","1.6000000000000001","0.10000000000000001","740","23","12.699999999999999","0.40000000000000002"
NA,"Under 19 years","1746","6","1599","10","91.599999999999994","0.5","987","16","56.600000000000001","1","864","18","49.5","1.1000000000000001","117","8","6.7000000000000002","0.5","39","4","2.2000000000000002","0.29999999999999999","687","16","39.299999999999997","0.90000000000000002","679","16","38.899999999999999","0.90000000000000002","71","6","4.0999999999999996","0.29999999999999999","11","2","0.59999999999999998","0.10000000000000001","2","1","0.10000000000000001","Z","6","2","0.40000000000000002","0.10000000000000001","4","3","0.20000000000000001","0.20000000000000001","146","10","8.4000000000000004","0.5"
NA,"19 - 64 years","4072","6","3478","18","85.400000000000006","0.40000000000000002","2751","22","67.599999999999994","0.5","2370","23","58.200000000000003","0.5","403","11","9.9000000000000004","0.29999999999999999","99","7","2.3999999999999999","0.20000000000000001","887","19","21.800000000000001","0.5","741","19","18.199999999999999","0.5","85","6","2.1000000000000001","0.10000000000000001","143","6","3.5","0.20000000000000001","37","3","0.90000000000000002","0.10000000000000001","66","5","1.6000000000000001","0.10000000000000001","87","5","2.1000000000000001","0.10000000000000001","594","17","14.6","0.40000000000000002"
NA,"65 years and over","1247","2","1238","3","99.200000000000003","0.10000000000000001","683","10","54.700000000000003","0.80000000000000004","325","8","26.100000000000001","0.69999999999999996","384","9","30.800000000000001","0.69999999999999996","95","5","7.5999999999999996","0.40000000000000002","1202","4","96.400000000000006","0.29999999999999999","161","7","12.9","0.5","55","4","4.4000000000000004","0.29999999999999999","1201","4","96.299999999999997","0.29999999999999999","646","10","51.799999999999997","0.80000000000000004","161","7","12.9","0.5","123","4","9.9000000000000004","0.29999999999999999","10","2","0.80000000000000004","0.10000000000000001"
"Arkansas","All persons","2961","1","2717","10","91.799999999999997","0.29999999999999999","1787","20","60.399999999999999","0.69999999999999996","1399","22","47.200000000000003","0.80000000000000004","401","13","13.5","0.40000000000000002","99","7","3.2999999999999998","0.29999999999999999","1307","17","44.200000000000003","0.59999999999999998","803","16","27.100000000000001","0.5","95","6","3.2000000000000002","0.20000000000000001","606","9","20.5","0.29999999999999999","298","7","10.1","0.20000000000000001","132","8","4.4000000000000004","0.29999999999999999","92","5","3.1000000000000001","0.20000000000000001","244","10","8.1999999999999993","0.29999999999999999"
NA,"Under 65 years","2470","3","2229","10","90.200000000000003","0.40000000000000002","1508","19","61.100000000000001","0.80000000000000004","1280","21","51.799999999999997","0.80000000000000004","231","12","9.3000000000000007","0.5","57","6","2.2999999999999998","0.20000000000000001","826","16","33.5","0.69999999999999996","733","15","29.699999999999999","0.59999999999999998","68","5","2.7000000000000002","0.20000000000000001","125","8","5.0999999999999996","0.29999999999999999","26","3","1.1000000000000001","0.10000000000000001","61","6","2.5","0.20000000000000001","41","3","1.6000000000000001","0.10000000000000001","241","10","9.8000000000000007","0.40000000000000002"
NA,"Under 19 years","747","4","713","6","95.5","0.59999999999999998","346","10","46.399999999999999","1.3","300","9","40.200000000000003","1.2","37","4","5","0.5","19","4","2.5","0.5","390","10","52.299999999999997","1.3","388","10","52","1.3","23","3","3.1000000000000001","0.40000000000000002","8","2","1","0.29999999999999999","Z","Z","Z","Z","6","2","0.80000000000000004","0.29999999999999999","1","Z","0.10000000000000001","0.10000000000000001","34","5","4.5","0.59999999999999998"
NA,"19 - 64 years","1723","5","1516","10","88","0.5","1162","14","67.400000000000006","0.69999999999999996","980","15","56.899999999999999","0.80000000000000004","194","9","11.199999999999999","0.5","38","4","2.2000000000000002","0.20000000000000001","436","11","25.300000000000001","0.59999999999999998","344","10","20","0.59999999999999998","45","3","2.6000000000000001","0.20000000000000001","118","7","6.7999999999999998","0.40000000000000002","26","3","1.5","0.20000000000000001","55","5","3.2000000000000002","0.29999999999999999","40","3","2.2999999999999998","0.20000000000000001","207","8","12","0.5"
NA,"65 years and over","491","3","488","3","99.5","0.20000000000000001","279","6","56.899999999999999","1.1000000000000001","119","5","24.199999999999999","0.90000000000000002","170","6","34.700000000000003","1.1000000000000001","42","4","8.5999999999999996","0.69999999999999996","481","4","98","0.40000000000000002","70","4","14.300000000000001","0.90000000000000002","27","3","5.5999999999999996","0.59999999999999998","480","4","97.799999999999997","0.40000000000000002","272","6","55.399999999999999","1.2","70","4","14.300000000000001","0.90000000000000002","51","3","10.4","0.69999999999999996","3","1","0.5","0.20000000000000001"
"California","All persons","39062","6","36237","43","92.799999999999997","0.10000000000000001","24897","81","63.700000000000003","0.20000000000000001","20423","88","52.299999999999997","0.20000000000000001","4932","44","12.6","0.10000000000000001","717","22","1.8","0.10000000000000001","14995","75","38.399999999999999","0.20000000000000001","10324","79","26.399999999999999","0.20000000000000001","1109","28","2.7999999999999998","0.10000000000000001","5948","20","15.199999999999999","0.10000000000000001","2698","22","6.9000000000000004","0.10000000000000001","1516","20","3.8999999999999999","0.10000000000000001","615","12","1.6000000000000001","Z","2826","43","7.2000000000000002","0.10000000000000001"
NA,"Under 65 years","33490","7","30723","42","91.700000000000003","0.10000000000000001","22104","78","66","0.20000000000000001","18711","83","55.899999999999999","0.20000000000000001","3655","40","10.9","0.10000000000000001","482","19","1.3999999999999999","0.10000000000000001","9733","73","29.100000000000001","0.20000000000000001","9171","74","27.399999999999999","0.20000000000000001","861","26","2.6000000000000001","0.10000000000000001","693","15","2.1000000000000001","Z","159","6","0.5","Z","363","10","1.1000000000000001","Z","293","9","0.90000000000000002","Z","2767","41","8.3000000000000007","0.10000000000000001"
NA,"Under 19 years","9514","10","9216","14","96.900000000000006","0.10000000000000001","5461","38","57.399999999999999","0.40000000000000002","4692","39","49.299999999999997","0.40000000000000002","763","20","8","0.20000000000000001","169","10","1.8","0.10000000000000001","4140","39","43.5","0.40000000000000002","4104","39","43.100000000000001","0.40000000000000002","375","19","3.8999999999999999","0.20000000000000001","56","5","0.59999999999999998","0.10000000000000001","9","1","0.10000000000000001","Z","29","3","0.29999999999999999","Z","13","2","0.10000000000000001","Z","299","13","3.1000000000000001","0.10000000000000001"
NA,"19 - 64 years","23976","12","21508","38","89.700000000000003","0.10000000000000001","16642","53","69.400000000000006","0.20000000000000001","14020","55","58.5","0.20000000000000001","2892","30","12.1","0.10000000000000001","313","12","1.3","Z","5592","44","23.300000000000001","0.20000000000000001","5067","45","21.100000000000001","0.20000000000000001","485","12","2","0.10000000000000001","638","13","2.7000000000000002","0.10000000000000001","150","6","0.59999999999999998","Z","334","9","1.3999999999999999","Z","280","8","1.2","Z","2468","36","10.300000000000001","0.10000000000000001"
NA,"65 years and over","5572","4","5514","5","98.900000000000006","0.10000000000000001","2794","20","50.100000000000001","0.40000000000000002","1712","19","30.699999999999999","0.29999999999999999","1277","18","22.899999999999999","0.29999999999999999","235","8","4.2000000000000002","0.10000000000000001","5262","10","94.400000000000006","0.20000000000000001","1153","17","20.699999999999999","0.29999999999999999","248","8","4.5","0.10000000000000001","5255","10","94.299999999999997","0.20000000000000001","2539","20","45.600000000000001","0.40000000000000002","1153","17","20.699999999999999","0.29999999999999999","322","8","5.7999999999999998","0.20000000000000001","59","4","1.1000000000000001","0.10000000000000001"
"Colorado","All persons","5604","2","5182","17","92.5","0.29999999999999999","3964","26","70.700000000000003","0.5","3186","27","56.899999999999999","0.5","774","15","13.800000000000001","0.29999999999999999","221","9","4","0.20000000000000001","1832","24","32.700000000000003","0.40000000000000002","1045","23","18.600000000000001","0.40000000000000002","148","7","2.6000000000000001","0.10000000000000001","859","7","15.300000000000001","0.10000000000000001","466","9","8.3000000000000007","0.20000000000000001","135","6","2.3999999999999999","0.10000000000000001","135","7","2.3999999999999999","0.10000000000000001","422","17","7.5","0.29999999999999999"
NA,"Under 65 years","4810","3","4395","17","91.400000000000006","0.40000000000000002","3498","26","72.700000000000003","0.5","2956","28","61.399999999999999","0.59999999999999998","521","15","10.800000000000001","0.29999999999999999","161","9","3.2999999999999998","0.20000000000000001","1071","23","22.300000000000001","0.5","959","22","19.899999999999999","0.5","111","7","2.2999999999999998","0.10000000000000001","100","6","2.1000000000000001","0.10000000000000001","28","3","0.59999999999999998","0.10000000000000001","49","4","1","0.10000000000000001","76","6","1.6000000000000001","0.10000000000000001","415","17","8.5999999999999996","0.40000000000000002"
NA,"Under 19 years","1345","5","1283","9","95.400000000000006","0.5","871","15","64.799999999999997","1.1000000000000001","740","15","55","1.1000000000000001","105","7","7.7999999999999998","0.5","54","5","4","0.40000000000000002","462","14","34.399999999999999","1","458","14","34.100000000000001","1","50","4","3.7000000000000002","0.29999999999999999","8","3","0.59999999999999998","0.20000000000000001","Z","Z","Z","Z","5","2","0.40000000000000002","0.10000000000000001","2","1","0.10000000000000001","0.10000000000000001","62","6","4.5999999999999996","0.5"
NA,"19 - 64 years","3465","6","3113","14","89.799999999999997","0.40000000000000002","2627","17","75.799999999999997","0.5","2216","18","63.899999999999999","0.5","416","11","12","0.29999999999999999","107","6","3.1000000000000001","0.20000000000000001","608","14","17.600000000000001","0.40000000000000002","501","13","14.4","0.40000000000000002","61","4","1.8","0.10000000000000001","92","5","2.7000000000000002","0.10000000000000001","27","3","0.80000000000000004","0.10000000000000001","44","3","1.3","0.10000000000000001","74","5","2.1000000000000001","0.20000000000000001","353","14","10.199999999999999","0.40000000000000002"
NA,"65 years and over","794","2","787","3","99.200000000000003","0.20000000000000001","466","8","58.700000000000003","1","231","7","29.100000000000001","0.90000000000000002","253","7","31.800000000000001","0.90000000000000002","61","4","7.5999999999999996","0.5","761","4","95.900000000000006","0.40000000000000002","86","4","10.800000000000001","0.5","37","2","4.7000000000000002","0.29999999999999999","759","4","95.700000000000003","0.40000000000000002","439","9","55.299999999999997","1.1000000000000001","86","4","10.800000000000001","0.5","59","3","7.4000000000000004","0.40000000000000002","7","2","0.80000000000000004","0.20000000000000001"
"Connecticut","All persons","3524","1","3337","11","94.700000000000003","0.29999999999999999","2502","22","71","0.59999999999999998","2125","23","60.299999999999997","0.59999999999999998","451","13","12.800000000000001","0.40000000000000002","46","5","1.3","0.20000000000000001","1261","20","35.799999999999997","0.59999999999999998","725","19","20.600000000000001","0.59999999999999998","95","6","2.7000000000000002","0.20000000000000001","634","6","18","0.20000000000000001","353","7","10","0.20000000000000001","115","5","3.2999999999999998","0.10000000000000001","57","4","1.6000000000000001","0.10000000000000001","187","11","5.2999999999999998","0.29999999999999999"
NA,"Under 65 years","2932","2","2749","11","93.799999999999997","0.40000000000000002","2138","20","72.900000000000006","0.69999999999999996","1906","21","65","0.69999999999999996","265","11","9.0999999999999996","0.40000000000000002","31","5","1.1000000000000001","0.20000000000000001","698","19","23.800000000000001","0.69999999999999996","646","19","22","0.59999999999999998","65","5","2.2000000000000002","0.20000000000000001","71","5","2.3999999999999999","0.20000000000000001","15","2","0.5","0.10000000000000001","36","3","1.2","0.10000000000000001","21","3","0.69999999999999996","0.10000000000000001","183","11","6.2000000000000002","0.40000000000000002"
NA,"Under 19 years","789","3","769","5","97.400000000000006","0.5","518","9","65.700000000000003","1.1000000000000001","475","9","60.200000000000003","1.1000000000000001","46","5","5.9000000000000004","0.59999999999999998","11","2","1.3999999999999999","0.29999999999999999","280","9","35.5","1.1000000000000001","279","9","35.299999999999997","1.1000000000000001","30","3","3.7000000000000002","0.40000000000000002","4","2","0.5","0.20000000000000001","1","1","0.10000000000000001","0.10000000000000001","2","1","0.29999999999999999","0.10000000000000001","1","Z","0.10000000000000001","0.10000000000000001","20","4","2.6000000000000001","0.5"
NA,"19 - 64 years","2143","4","1980","11","92.400000000000006","0.40000000000000002","1620","15","75.599999999999994","0.69999999999999996","1431","16","66.799999999999997","0.69999999999999996","219","9","10.199999999999999","0.40000000000000002","20","3","0.90000000000000002","0.10000000000000001","418","14","19.5","0.69999999999999996","367","14","17.100000000000001","0.59999999999999998","36","4","1.7","0.20000000000000001","67","4","3.1000000000000001","0.20000000000000001","14","2","0.59999999999999998","0.10000000000000001","33","3","1.6000000000000001","0.10000000000000001","21","3","1","0.10000000000000001","163","9","7.5999999999999996","0.40000000000000002"
NA,"65 years and over","592","2","588","2","99.400000000000006","0.20000000000000001","364","7","61.5","1.3","220","6","37.100000000000001","1","185","7","31.300000000000001","1.2","15","2","2.6000000000000001","0.29999999999999999","563","3","95.099999999999994","0.40000000000000002","79","4","13.4","0.59999999999999998","30","2","5","0.40000000000000002","563","3","95","0.40000000000000002","339","7","57.200000000000003","1.2","79","4","13.4","0.59999999999999998","35","3","5.9000000000000004","0.5","4","1","0.59999999999999998","0.20000000000000001"
"Delaware","All persons","952","1","898","6","94.299999999999997","0.69999999999999996","673","11","70.599999999999994","1.1000000000000001","568","11","59.700000000000003","1.1000000000000001","126","7","13.199999999999999","0.69999999999999996","27","4","2.7999999999999998","0.40000000000000002","379","9","39.799999999999997","1","204","9","21.399999999999999","0.90000000000000002","34","4","3.6000000000000001","0.40000000000000002","198","3","20.800000000000001","0.29999999999999999","126","4","13.199999999999999","0.40000000000000002","30","3","3.1000000000000001","0.29999999999999999","19","2","2","0.20000000000000001","54","6","5.7000000000000002","0.69999999999999996"
NA,"Under 65 years","775","1","722","6","93.200000000000003","0.80000000000000004","550","10","70.900000000000006","1.3","490","11","63.200000000000003","1.3999999999999999","65","6","8.4000000000000004","0.80000000000000004","17","3","2.2000000000000002","0.40000000000000002","207","9","26.699999999999999","1.2","185","9","23.899999999999999","1.1000000000000001","24","4","3.1000000000000001","0.5","27","3","3.3999999999999999","0.40000000000000002","8","2","1","0.20000000000000001","12","2","1.5","0.29999999999999999","8","1","1","0.20000000000000001","53","6","6.7999999999999998","0.80000000000000004"
NA,"Under 19 years","215","2","207","3","96.400000000000006","1","133","5","62","2.2000000000000002","120","5","55.600000000000001","2.2999999999999998","14","3","6.5","1.2","5","1","2.1000000000000001","0.59999999999999998","82","5","38","2.2000000000000002","82","5","37.899999999999999","2.2000000000000002","8","2","3.6000000000000001","0.90000000000000002","1","1","0.29999999999999999","0.29999999999999999","Z","Z","Z","Z","1","1","0.29999999999999999","0.29999999999999999","Z","Z","Z","Z","8","2","3.6000000000000001","1"
NA,"19 - 64 years","560","2","515","5","91.900000000000006","0.90000000000000002","417","8","74.400000000000006","1.3999999999999999","370","9","66.099999999999994","1.5","51","5","9.0999999999999996","0.80000000000000004","12","2","2.2000000000000002","0.40000000000000002","125","7","22.300000000000001","1.3","104","7","18.5","1.2","16","2","2.8999999999999999","0.40000000000000002","26","3","4.5999999999999996","0.5","8","2","1.3999999999999999","0.29999999999999999","11","2","2","0.40000000000000002","8","1","1.3999999999999999","0.29999999999999999","45","5","8.0999999999999996","0.90000000000000002"
NA,"65 years and over","177","1","176","1","99.5","0.29999999999999999","123","3","69.299999999999997","1.8999999999999999","78","4","44.100000000000001","2.1000000000000001","61","3","34.399999999999999","2","10","2","5.5999999999999996","0.90000000000000002","172","1","97.200000000000003","0.59999999999999998","18","2","10.4","1","10","1","5.7000000000000002","0.80000000000000004","172","1","97.099999999999994","0.69999999999999996","118","3","66.900000000000006","1.8999999999999999","18","2","10.4","1","11","2","6.2999999999999998","0.90000000000000002","1","1","0.5","0.29999999999999999"
