"Table with row headers in column A and column headers in rows 5 through 9","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56"
"District of Columbia","All persons","693","1","671","3","96.799999999999997","0.5","488","9","70.400000000000006","1.3","411","9","59.299999999999997","1.3","92","6","13.300000000000001","0.80000000000000004","13","2","1.8","0.29999999999999999","248","9","35.799999999999997","1.3999999999999999","185","10","26.699999999999999","1.3999999999999999","21","3","3","0.40000000000000002","92","4","13.300000000000001","0.59999999999999998","51","4","7.2999999999999998","0.59999999999999998","31","3","4.5","0.40000000000000002","8","1","1.1000000000000001","0.20000000000000001","22","3","3.2000000000000002","0.5"
NA,"Under 65 years","609","1","588","3","96.5","0.5","435","9","71.400000000000006","1.5","370","9","60.799999999999997","1.3999999999999999","75","6","12.199999999999999","0.90000000000000002","9","2","1.5","0.29999999999999999","172","9","28.300000000000001","1.5","163","9","26.800000000000001","1.6000000000000001","14","2","2.2999999999999998","0.40000000000000002","16","4","2.6000000000000001","0.59999999999999998","5","4","0.80000000000000004","0.59999999999999998","10","2","1.6000000000000001","0.29999999999999999","4","1","0.59999999999999998","0.20000000000000001","21","3","3.5","0.5"
NA,"Under 19 years","137","2","135","2","98.200000000000003","1","75","5","54.600000000000001","3.7999999999999998","62","6","45.100000000000001","3.8999999999999999","13","2","9.6999999999999993","1.8","3","1","2.3999999999999999","1","67","5","48.5","3.5","65","5","47.399999999999999","3.7999999999999998","5","2","3.8999999999999999","1.2","3","2","2.1000000000000001","1.5","2","2","1.2","1.6000000000000001","1","1","0.90000000000000002","0.69999999999999996","Z","Z","0.10000000000000001","0.10000000000000001","2","1","1.8","1"
NA,"19 - 64 years","472","2","453","3","96","0.5","360","6","76.299999999999997","1.2","308","6","65.400000000000006","1.2","61","4","13","0.90000000000000002","6","2","1.3","0.40000000000000002","106","6","22.399999999999999","1.3","98","6","20.800000000000001","1.3","9","2","1.8","0.40000000000000002","13","2","2.7999999999999998","0.5","3","1","0.69999999999999996","0.29999999999999999","8","2","1.8","0.40000000000000002","4","1","0.80000000000000004","0.20000000000000001","19","3","4","0.5"
NA,"65 years and over","83","1","83","1","99.5","0.5","53","2","63.100000000000001","2.7999999999999998","41","2","48.700000000000003","2.7000000000000002","18","2","21","2.2999999999999998","4","1","4.2000000000000002","1.2","76","2","90.900000000000006","2","21","2","25.600000000000001","2.2999999999999998","7","1","8.5","1.3","76","2","90.799999999999997","2","46","2","54.5","2.8999999999999999","21","2","25.600000000000001","2.2999999999999998","4","1","4.5","1","Z","Z","0.5","0.5"
"Florida","All persons","20996","3","18268","41","87","0.20000000000000001","13070","62","62.299999999999997","0.29999999999999999","9548","65","45.5","0.29999999999999999","3570","40","17","0.20000000000000001","725","23","3.5","0.10000000000000001","7790","49","37.100000000000001","0.20000000000000001","3829","48","18.199999999999999","0.20000000000000001","548","17","2.6000000000000001","0.10000000000000001","4632","17","22.100000000000001","0.10000000000000001","2134","22","10.199999999999999","0.10000000000000001","893","18","4.2999999999999998","0.10000000000000001","633","12","3","0.10000000000000001","2728","40","13","0.20000000000000001"
NA,"Under 65 years","16705","6","14027","40","84","0.20000000000000001","10926","54","65.400000000000006","0.29999999999999999","8497","61","50.899999999999999","0.40000000000000002","2392","36","14.300000000000001","0.20000000000000001","427","18","2.6000000000000001","0.10000000000000001","3680","47","22","0.29999999999999999","3179","46","19","0.29999999999999999","357","14","2.1000000000000001","0.10000000000000001","526","15","3.1000000000000001","0.10000000000000001","122","7","0.69999999999999996","Z","243","10","1.5","0.10000000000000001","267","10","1.6000000000000001","0.10000000000000001","2678","40","16","0.20000000000000001"
NA,"Under 19 years","4488","9","4149","16","92.400000000000006","0.29999999999999999","2408","31","53.600000000000001","0.69999999999999996","1913","32","42.600000000000001","0.69999999999999996","440","17","9.8000000000000007","0.40000000000000002","119","8","2.7000000000000002","0.20000000000000001","1897","32","42.299999999999997","0.69999999999999996","1873","31","41.700000000000003","0.69999999999999996","149","9","3.2999999999999998","0.20000000000000001","34","6","0.80000000000000004","0.10000000000000001","6","2","0.10000000000000001","Z","16","3","0.40000000000000002","0.10000000000000001","8","3","0.20000000000000001","0.10000000000000001","339","15","7.5999999999999996","0.29999999999999999"
NA,"19 - 64 years","12216","11","9878","34","80.900000000000006","0.29999999999999999","8518","38","69.700000000000003","0.29999999999999999","6583","44","53.899999999999999","0.40000000000000002","1952","27","16","0.20000000000000001","308","13","2.5","0.10000000000000001","1783","26","14.6","0.20000000000000001","1306","25","10.699999999999999","0.20000000000000001","209","9","1.7","0.10000000000000001","492","13","4","0.10000000000000001","116","6","1","0.10000000000000001","226","9","1.8999999999999999","0.10000000000000001","259","9","2.1000000000000001","0.10000000000000001","2339","33","19.100000000000001","0.29999999999999999"
NA,"65 years and over","4291","5","4241","7","98.799999999999997","0.10000000000000001","2145","21","50","0.5","1052","19","24.5","0.40000000000000002","1179","18","27.5","0.40000000000000002","298","13","6.9000000000000004","0.29999999999999999","4111","10","95.799999999999997","0.20000000000000001","650","16","15.1","0.40000000000000002","191","8","4.4000000000000004","0.20000000000000001","4106","10","95.700000000000003","0.20000000000000001","2012","20","46.899999999999999","0.5","650","16","15.1","0.40000000000000002","366","8","8.5","0.20000000000000001","51","6","1.2","0.10000000000000001"
"Georgia","All persons","10335","3","8924","29","86.299999999999997","0.29999999999999999","6796","41","65.799999999999997","0.40000000000000002","5575","40","53.899999999999999","0.40000000000000002","1229","25","11.9","0.20000000000000001","407","17","3.8999999999999999","0.20000000000000001","3220","31","31.199999999999999","0.29999999999999999","1799","31","17.399999999999999","0.29999999999999999","275","12","2.7000000000000002","0.10000000000000001","1644","11","15.9","0.10000000000000001","845","14","8.1999999999999993","0.10000000000000001","341","10","3.2999999999999998","0.10000000000000001","262","9","2.5","0.10000000000000001","1411","29","13.699999999999999","0.29999999999999999"
NA,"Under 65 years","8909","6","7510","28","84.299999999999997","0.29999999999999999","5981","38","67.099999999999994","0.40000000000000002","5119","40","57.5","0.5","827","23","9.3000000000000007","0.29999999999999999","293","15","3.2999999999999998","0.20000000000000001","1848","30","20.699999999999999","0.29999999999999999","1587","29","17.800000000000001","0.29999999999999999","193","11","2.2000000000000002","0.10000000000000001","274","10","3.1000000000000001","0.10000000000000001","74","5","0.80000000000000004","0.10000000000000001","129","7","1.3999999999999999","0.10000000000000001","138","7","1.6000000000000001","0.10000000000000001","1399","29","15.699999999999999","0.29999999999999999"
NA,"Under 19 years","2671","8","2453","13","91.900000000000006","0.5","1494","21","56","0.80000000000000004","1288","21","48.200000000000003","0.80000000000000004","156","10","5.7999999999999998","0.40000000000000002","98","8","3.7000000000000002","0.29999999999999999","1046","22","39.200000000000003","0.80000000000000004","1032","22","38.600000000000001","0.80000000000000004","82","7","3.1000000000000001","0.20000000000000001","21","4","0.80000000000000004","0.20000000000000001","5","3","0.20000000000000001","0.10000000000000001","8","2","0.29999999999999999","0.10000000000000001","3","1","0.10000000000000001","Z","217","12","8.0999999999999996","0.5"
NA,"19 - 64 years","6239","10","5057","25","81.099999999999994","0.40000000000000002","4487","29","71.900000000000006","0.40000000000000002","3831","29","61.399999999999999","0.5","671","18","10.800000000000001","0.29999999999999999","195","10","3.1000000000000001","0.20000000000000001","802","17","12.9","0.29999999999999999","555","15","8.9000000000000004","0.20000000000000001","111","6","1.8","0.10000000000000001","253","9","4.0999999999999996","0.10000000000000001","69","4","1.1000000000000001","0.10000000000000001","120","7","1.8999999999999999","0.10000000000000001","136","7","2.2000000000000002","0.10000000000000001","1181","25","18.899999999999999","0.40000000000000002"
NA,"65 years and over","1426","5","1413","6","99.099999999999994","0.20000000000000001","814","13","57.100000000000001","0.90000000000000002","457","12","32","0.90000000000000002","403","10","28.199999999999999","0.69999999999999996","114","6","8","0.40000000000000002","1371","7","96.200000000000003","0.29999999999999999","212","8","14.9","0.5","82","5","5.7000000000000002","0.29999999999999999","1370","7","96.099999999999994","0.29999999999999999","772","13","54.100000000000001","0.90000000000000002","212","8","14.9","0.5","123","5","8.6999999999999993","0.40000000000000002","12","2","0.90000000000000002","0.20000000000000001"
"Hawaii","All persons","1369","3","1313","6","95.900000000000006","0.40000000000000002","1045","11","76.299999999999997","0.80000000000000004","861","14","62.899999999999999","1","167","7","12.199999999999999","0.5","125","7","9.1999999999999993","0.5","482","10","35.200000000000003","0.69999999999999996","242","9","17.699999999999999","0.69999999999999996","40","4","2.8999999999999999","0.29999999999999999","264","3","19.300000000000001","0.20000000000000001","176","5","12.800000000000001","0.40000000000000002","41","3","3","0.20000000000000001","38","3","2.7999999999999998","0.20000000000000001","56","5","4.0999999999999996","0.40000000000000002"
NA,"Under 65 years","1111","3","1057","5","95.099999999999994","0.5","864","9","77.799999999999997","0.90000000000000002","730","13","65.700000000000003","1.1000000000000001","102","6","9.1999999999999993","0.59999999999999998","102","7","9.1999999999999993","0.59999999999999998","239","9","21.5","0.80000000000000004","211","9","19","0.80000000000000004","29","4","2.6000000000000001","0.29999999999999999","21","3","1.8999999999999999","0.20000000000000001","8","2","0.69999999999999996","0.20000000000000001","10","2","0.90000000000000002","0.20000000000000001","18","2","1.6000000000000001","0.20000000000000001","55","5","4.9000000000000004","0.5"
NA,"Under 19 years","319","2","311","3","97.400000000000006","0.69999999999999996","221","6","69.299999999999997","1.8999999999999999","174","8","54.5","2.2999999999999998","21","3","6.5999999999999996","0.90000000000000002","43","5","13.6","1.3999999999999999","103","6","32.399999999999999","1.8","103","6","32.200000000000003","1.7","14","3","4.2000000000000002","0.80000000000000004","1","1","0.5","0.29999999999999999","Z","Z","0.10000000000000001","0.10000000000000001","1","1","0.29999999999999999","0.29999999999999999","Z","Z","0.10000000000000001","0.10000000000000001","8","2","2.6000000000000001","0.69999999999999996"
NA,"19 - 64 years","792","3","746","5","94.099999999999994","0.5","644","6","81.200000000000003","0.80000000000000004","556","9","70.099999999999994","1.1000000000000001","81","5","10.199999999999999","0.59999999999999998","59","4","7.4000000000000004","0.5","135","6","17.100000000000001","0.69999999999999996","108","5","13.699999999999999","0.59999999999999998","15","2","1.8999999999999999","0.29999999999999999","20","3","2.5","0.29999999999999999","7","2","0.90000000000000002","0.20000000000000001","9","2","1.1000000000000001","0.20000000000000001","18","2","2.2999999999999998","0.20000000000000001","46","4","5.9000000000000004","0.5"
NA,"65 years and over","257","1","256","1","99.599999999999994","0.10000000000000001","180","4","70.099999999999994","1.6000000000000001","131","4","51.100000000000001","1.5","66","4","25.5","1.3999999999999999","23","2","8.9000000000000004","0.80000000000000004","244","2","94.799999999999997","0.69999999999999996","31","3","12","1.1000000000000001","11","2","4.2000000000000002","0.59999999999999998","243","2","94.400000000000006","0.80000000000000004","168","4","65.299999999999997","1.6000000000000001","31","3","12","1.1000000000000001","20","2","7.7999999999999998","0.69999999999999996","1","Z","0.40000000000000002","0.10000000000000001"
"Idaho","All persons","1733","1","1541","11","88.900000000000006","0.59999999999999998","1208","16","69.700000000000003","0.90000000000000002","905","18","52.200000000000003","1","309","12","17.800000000000001","0.69999999999999996","64","6","3.7000000000000002","0.29999999999999999","563","12","32.5","0.69999999999999996","287","12","16.5","0.69999999999999996","53","5","3","0.29999999999999999","314","5","18.100000000000001","0.29999999999999999","183","6","10.6","0.29999999999999999","57","4","3.2999999999999998","0.20000000000000001","57","4","3.2999999999999998","0.20000000000000001","193","11","11.1","0.59999999999999998"
NA,"Under 65 years","1459","2","1267","11","86.799999999999997","0.80000000000000004","1034","15","70.900000000000006","1.1000000000000001","840","18","57.600000000000001","1.2","191","11","13.1","0.80000000000000004","42","6","2.8999999999999999","0.40000000000000002","294","12","20.199999999999999","0.80000000000000004","255","11","17.5","0.80000000000000004","39","5","2.7000000000000002","0.29999999999999999","46","4","3.1000000000000001","0.29999999999999999","14","2","1","0.20000000000000001","25","3","1.7","0.20000000000000001","24","3","1.6000000000000001","0.20000000000000001","192","11","13.199999999999999","0.80000000000000004"
NA,"Under 19 years","471","3","442","6","93.900000000000006","1","292","8","61.899999999999999","1.7","243","10","51.5","2.1000000000000001","41","5","8.6999999999999993","1","14","3","3","0.69999999999999996","171","8","36.399999999999999","1.6000000000000001","170","8","36","1.6000000000000001","20","3","4.2999999999999998","0.69999999999999996","2","1","0.5","0.20000000000000001","1","Z","0.10000000000000001","0.10000000000000001","1","1","0.20000000000000001","0.20000000000000001","Z","Z","0.10000000000000001","0.10000000000000001","29","4","6.0999999999999996","1"
NA,"19 - 64 years","988","3","825","10","83.5","0.90000000000000002","742","11","75.099999999999994","1.1000000000000001","598","12","60.5","1.2","150","8","15.1","0.90000000000000002","27","3","2.7999999999999998","0.29999999999999999","123","7","12.4","0.69999999999999996","85","6","8.5999999999999996","0.59999999999999998","19","2","1.8999999999999999","0.20000000000000001","43","4","4.4000000000000004","0.40000000000000002","14","2","1.3999999999999999","0.20000000000000001","24","3","2.3999999999999999","0.29999999999999999","23","2","2.3999999999999999","0.29999999999999999","163","9","16.5","0.90000000000000002"
NA,"65 years and over","275","2","274","2","99.700000000000003","0.10000000000000001","174","5","63.5","1.6000000000000001","65","3","23.600000000000001","1.2","118","5","43","1.8999999999999999","23","3","8.3000000000000007","1","269","3","97.900000000000006","0.5","32","3","11.6","1","13","2","4.9000000000000004","0.69999999999999996","269","3","97.799999999999997","0.5","169","5","61.700000000000003","1.7","32","3","11.6","1","33","2","12.199999999999999","0.90000000000000002","1","Z","0.29999999999999999","0.10000000000000001"
"Illinois","All persons","12564","2","11689","22","93","0.20000000000000001","8817","37","70.200000000000003","0.29999999999999999","7455","36","59.299999999999997","0.29999999999999999","1614","23","12.800000000000001","0.20000000000000001","142","7","1.1000000000000001","0.10000000000000001","4255","31","33.899999999999999","0.20000000000000001","2418","29","19.199999999999999","0.20000000000000001","261","11","2.1000000000000001","0.10000000000000001","2087","10","16.600000000000001","0.10000000000000001","1154","12","9.1999999999999993","0.10000000000000001","325","8","2.6000000000000001","0.10000000000000001","216","7","1.7","0.10000000000000001","875","22","7","0.20000000000000001"
NA,"Under 65 years","10638","4","9781","22","91.900000000000006","0.20000000000000001","7657","33","72","0.29999999999999999","6840","32","64.299999999999997","0.29999999999999999","950","20","8.9000000000000004","0.20000000000000001","92","6","0.90000000000000002","0.10000000000000001","2419","29","22.699999999999999","0.29999999999999999","2206","28","20.699999999999999","0.29999999999999999","191","10","1.8","0.10000000000000001","252","9","2.3999999999999999","0.10000000000000001","67","5","0.59999999999999998","Z","113","6","1.1000000000000001","0.10000000000000001","90","5","0.80000000000000004","Z","857","22","8.0999999999999996","0.20000000000000001"
NA,"Under 19 years","3028","6","2925","10","96.599999999999994","0.20000000000000001","1907","19","63","0.59999999999999998","1750","19","57.799999999999997","0.59999999999999998","172","8","5.7000000000000002","0.29999999999999999","27","3","0.90000000000000002","0.10000000000000001","1115","19","36.799999999999997","0.59999999999999998","1107","19","36.5","0.59999999999999998","94","6","3.1000000000000001","0.20000000000000001","12","2","0.40000000000000002","0.10000000000000001","2","1","0.10000000000000001","Z","5","1","0.20000000000000001","Z","3","2","0.10000000000000001","0.10000000000000001","102","7","3.3999999999999999","0.20000000000000001"
NA,"19 - 64 years","7611","7","6856","20","90.099999999999994","0.20000000000000001","5750","24","75.599999999999994","0.29999999999999999","5090","23","66.900000000000006","0.29999999999999999","778","15","10.199999999999999","0.20000000000000001","65","4","0.90000000000000002","0.10000000000000001","1303","18","17.100000000000001","0.20000000000000001","1099","16","14.4","0.20000000000000001","97","6","1.3","0.10000000000000001","241","8","3.2000000000000002","0.10000000000000001","65","4","0.80000000000000004","0.10000000000000001","108","5","1.3999999999999999","0.10000000000000001","87","4","1.1000000000000001","0.10000000000000001","755","19","9.9000000000000004","0.20000000000000001"
NA,"65 years and over","1926","4","1908","5","99.099999999999994","0.10000000000000001","1160","12","60.299999999999997","0.59999999999999998","615","11","32","0.59999999999999998","664","12","34.5","0.59999999999999998","50","4","2.6000000000000001","0.20000000000000001","1836","5","95.400000000000006","0.20000000000000001","212","7","11","0.40000000000000002","69","3","3.6000000000000001","0.10000000000000001","1834","5","95.299999999999997","0.20000000000000001","1087","11","56.5","0.59999999999999998","212","7","11","0.40000000000000002","126","5","6.5","0.20000000000000001","17","3","0.90000000000000002","0.10000000000000001"
"Indiana","All persons","6593","1","6047","19","91.700000000000003","0.29999999999999999","4629","37","70.200000000000003","0.59999999999999998","3908","35","59.299999999999997","0.5","849","18","12.9","0.29999999999999999","111","7","1.7","0.10000000000000001","2227","27","33.799999999999997","0.40000000000000002","1187","25","18","0.40000000000000002","181","9","2.7000000000000002","0.10000000000000001","1163","9","17.600000000000001","0.10000000000000001","647","10","9.8000000000000007","0.10000000000000001","180","6","2.7000000000000002","0.10000000000000001","158","6","2.3999999999999999","0.10000000000000001","545","19","8.3000000000000007","0.29999999999999999"
NA,"Under 65 years","5577","3","5038","19","90.299999999999997","0.29999999999999999","4008","34","71.900000000000006","0.59999999999999998","3605","33","64.599999999999994","0.59999999999999998","471","15","8.4000000000000004","0.29999999999999999","71","6","1.3","0.10000000000000001","1240","27","22.199999999999999","0.5","1088","25","19.5","0.5","137","9","2.5","0.20000000000000001","177","8","3.2000000000000002","0.10000000000000001","49","4","0.90000000000000002","0.10000000000000001","81","5","1.5","0.10000000000000001","68","4","1.2","0.10000000000000001","539","19","9.6999999999999993","0.29999999999999999"
NA,"Under 19 years","1660","6","1551","9","93.400000000000006","0.40000000000000002","1048","18","63.100000000000001","1","962","17","57.899999999999999","1","95","7","5.7000000000000002","0.40000000000000002","20","3","1.2","0.20000000000000001","576","16","34.700000000000003","1","572","16","34.399999999999999","1","70","7","4.2000000000000002","0.40000000000000002","7","2","0.40000000000000002","0.10000000000000001","2","1","0.10000000000000001","0.10000000000000001","4","1","0.20000000000000001","0.10000000000000001","1","Z","Z","Z","109","7","6.5999999999999996","0.40000000000000002"
NA,"19 - 64 years","3916","6","3487","16","89","0.40000000000000002","2960","22","75.599999999999994","0.59999999999999998","2643","23","67.5","0.59999999999999998","376","11","9.5999999999999996","0.29999999999999999","51","4","1.3","0.10000000000000001","664","16","17","0.40000000000000002","516","14","13.199999999999999","0.40000000000000002","67","5","1.7","0.10000000000000001","170","7","4.2999999999999998","0.20000000000000001","47","3","1.2","0.10000000000000001","77","5","2","0.10000000000000001","68","4","1.7","0.10000000000000001","430","15","11","0.40000000000000002"
NA,"65 years and over","1016","3","1009","3","99.400000000000006","0.20000000000000001","621","9","61.100000000000001","0.80000000000000004","303","8","29.899999999999999","0.69999999999999996","377","8","37.200000000000003","0.80000000000000004","40","4","4","0.29999999999999999","987","4","97.200000000000003","0.29999999999999999","99","4","9.6999999999999993","0.40000000000000002","44","3","4.2999999999999998","0.29999999999999999","985","4","97","0.29999999999999999","598","8","58.799999999999997","0.80000000000000004","99","4","9.6999999999999993","0.40000000000000002","90","4","8.9000000000000004","0.40000000000000002","6","2","0.59999999999999998","0.20000000000000001"
"Iowa","All persons","3113","1","2966","9","95.299999999999997","0.29999999999999999","2328","17","74.799999999999997","0.5","1877","17","60.299999999999997","0.5","524","12","16.800000000000001","0.40000000000000002","57","5","1.8","0.10000000000000001","1102","15","35.399999999999999","0.5","597","15","19.199999999999999","0.5","115","6","3.7000000000000002","0.20000000000000001","566","4","18.199999999999999","0.10000000000000001","364","5","11.699999999999999","0.20000000000000001","87","5","2.7999999999999998","0.10000000000000001","84","4","2.7000000000000002","0.10000000000000001","147","9","4.7000000000000002","0.29999999999999999"
NA,"Under 65 years","2597","2","2451","8","94.400000000000006","0.29999999999999999","1971","16","75.900000000000006","0.59999999999999998","1746","17","67.200000000000003","0.59999999999999998","266","10","10.199999999999999","0.40000000000000002","34","4","1.3","0.20000000000000001","600","15","23.100000000000001","0.59999999999999998","547","14","21.100000000000001","0.59999999999999998","90","6","3.5","0.20000000000000001","64","3","2.5","0.10000000000000001","20","2","0.80000000000000004","0.10000000000000001","37","3","1.3999999999999999","0.10000000000000001","32","3","1.2","0.10000000000000001","146","9","5.5999999999999996","0.29999999999999999"
NA,"Under 19 years","781","4","760","5","97.299999999999997","0.40000000000000002","525","9","67.299999999999997","1.2","469","10","60","1.2","60","5","7.7000000000000002","0.59999999999999998","11","2","1.3999999999999999","0.29999999999999999","282","9","36.100000000000001","1.1000000000000001","279","9","35.799999999999997","1.1000000000000001","46","4","5.9000000000000004","0.5","4","1","0.5","0.10000000000000001","1","Z","0.10000000000000001","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","1","1","0.10000000000000001","0.10000000000000001","21","3","2.7000000000000002","0.40000000000000002"
NA,"19 - 64 years","1817","4","1692","8","93.099999999999994","0.40000000000000002","1446","11","79.599999999999994","0.59999999999999998","1277","11","70.299999999999997","0.59999999999999998","206","7","11.300000000000001","0.40000000000000002","23","3","1.3","0.10000000000000001","318","10","17.5","0.5","267","9","14.699999999999999","0.5","43","3","2.3999999999999999","0.20000000000000001","60","3","3.2999999999999998","0.20000000000000001","19","2","1","0.10000000000000001","36","3","2","0.10000000000000001","31","3","1.7","0.20000000000000001","125","7","6.9000000000000004","0.40000000000000002"
NA,"65 years and over","516","2","515","2","99.799999999999997","0.10000000000000001","357","4","69.200000000000003","0.80000000000000004","130","5","25.300000000000001","0.90000000000000002","259","4","50.200000000000003","0.80000000000000004","23","2","4.4000000000000004","0.40000000000000002","502","3","97.400000000000006","0.40000000000000002","50","3","9.5999999999999996","0.59999999999999998","25","2","4.9000000000000004","0.40000000000000002","502","3","97.299999999999997","0.40000000000000002","344","4","66.799999999999997","0.80000000000000004","50","3","9.5999999999999996","0.59999999999999998","51","3","10","0.59999999999999998","1","1","0.20000000000000001","0.10000000000000001"
"Kansas","All persons","2855","2","2604","10","91.200000000000003","0.40000000000000002","2121","17","74.299999999999997","0.59999999999999998","1689","20","59.200000000000003","0.69999999999999996","452","12","15.800000000000001","0.40000000000000002","113","8","4","0.29999999999999999","850","14","29.800000000000001","0.5","397","14","13.9","0.5","76","5","2.7000000000000002","0.20000000000000001","497","6","17.399999999999999","0.20000000000000001","295","6","10.300000000000001","0.20000000000000001","75","4","2.6000000000000001","0.20000000000000001","75","4","2.6000000000000001","0.20000000000000001","250","10","8.8000000000000007","0.40000000000000002"
NA,"Under 65 years","2411","3","2163","10","89.700000000000003","0.40000000000000002","1832","16","76","0.69999999999999996","1583","19","65.700000000000003","0.80000000000000004","255","11","10.6","0.40000000000000002","82","7","3.3999999999999999","0.29999999999999999","421","14","17.5","0.59999999999999998","355","13","14.699999999999999","0.59999999999999998","55","5","2.2999999999999998","0.20000000000000001","70","5","2.8999999999999999","0.20000000000000001","19","3","0.80000000000000004","0.10000000000000001","33","3","1.3999999999999999","0.10000000000000001","36","4","1.5","0.10000000000000001","248","10","10.300000000000001","0.40000000000000002"
NA,"Under 19 years","747","3","709","5","94.900000000000006","0.59999999999999998","510","9","68.299999999999997","1.2","444","10","59.5","1.3999999999999999","56","5","7.5","0.69999999999999996","29","4","3.8999999999999999","0.5","226","8","30.300000000000001","1.1000000000000001","222","9","29.699999999999999","1.2","26","3","3.3999999999999999","0.40000000000000002","6","2","0.80000000000000004","0.29999999999999999","1","1","0.20000000000000001","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","2","1","0.20000000000000001","0.10000000000000001","38","4","5.0999999999999996","0.59999999999999998"
NA,"19 - 64 years","1664","4","1454","9","87.400000000000006","0.5","1322","11","79.400000000000006","0.59999999999999998","1139","12","68.400000000000006","0.69999999999999996","199","7","11.9","0.40000000000000002","53","4","3.2000000000000002","0.29999999999999999","195","8","11.699999999999999","0.5","133","7","8","0.40000000000000002","29","3","1.8","0.20000000000000001","64","4","3.8999999999999999","0.29999999999999999","18","2","1.1000000000000001","0.10000000000000001","32","3","1.8999999999999999","0.20000000000000001","35","3","2.1000000000000001","0.20000000000000001","210","8","12.6","0.5"
NA,"65 years and over","444","3","442","3","99.5","0.20000000000000001","289","5","65.099999999999994","1.2","106","5","23.800000000000001","1","197","5","44.399999999999999","1.1000000000000001","31","3","6.9000000000000004","0.59999999999999998","428","3","96.599999999999994","0.5","42","3","9.5","0.69999999999999996","21","2","4.7000000000000002","0.5","428","3","96.400000000000006","0.5","275","5","62.100000000000001","1.1000000000000001","42","3","9.5","0.69999999999999996","39","2","8.6999999999999993","0.5","2","1","0.5","0.20000000000000001"
"Kentucky","All persons","4388","1","4141","11","94.400000000000006","0.29999999999999999","2818","25","64.200000000000003","0.59999999999999998","2338","25","53.299999999999997","0.59999999999999998","519","14","11.800000000000001","0.29999999999999999","127","8","2.8999999999999999","0.20000000000000001","1909","22","43.5","0.5","1181","22","26.899999999999999","0.5","147","7","3.3999999999999999","0.20000000000000001","866","8","19.699999999999999","0.20000000000000001","459","9","10.5","0.20000000000000001","179","7","4.0999999999999996","0.20000000000000001","124","5","2.7999999999999998","0.10000000000000001","248","11","5.5999999999999996","0.29999999999999999"
NA,"Under 65 years","3679","3","3433","12","93.299999999999997","0.29999999999999999","2386","24","64.900000000000006","0.59999999999999998","2104","24","57.200000000000003","0.69999999999999996","280","12","7.5999999999999996","0.29999999999999999","86","7","2.2999999999999998","0.20000000000000001","1218","22","33.100000000000001","0.59999999999999998","1081","21","29.399999999999999","0.59999999999999998","109","7","3","0.20000000000000001","175","7","4.7999999999999998","0.20000000000000001","44","3","1.2","0.10000000000000001","79","5","2.1000000000000001","0.10000000000000001","56","4","1.5","0.10000000000000001","245","11","6.7000000000000002","0.29999999999999999"
NA,"Under 19 years","1066","4","1026","7","96.200000000000003","0.5","591","13","55.399999999999999","1.2","525","13","49.200000000000003","1.2","54","6","5","0.5","27","4","2.5","0.29999999999999999","479","13","44.899999999999999","1.1000000000000001","476","12","44.600000000000001","1.1000000000000001","43","4","4.0999999999999996","0.40000000000000002","9","2","0.80000000000000004","0.20000000000000001","Z","Z","Z","Z","6","2","0.59999999999999998","0.20000000000000001","1","1","0.10000000000000001","0.10000000000000001","40","5","3.7999999999999998","0.5"
NA,"19 - 64 years","2613","4","2407","11","92.099999999999994","0.40000000000000002","1795","16","68.700000000000003","0.59999999999999998","1579","16","60.399999999999999","0.59999999999999998","227","8","8.6999999999999993","0.29999999999999999","59","5","2.2999999999999998","0.20000000000000001","739","14","28.300000000000001","0.5","605","14","23.199999999999999","0.5","66","5","2.5","0.20000000000000001","166","7","6.4000000000000004","0.29999999999999999","43","3","1.7","0.10000000000000001","73","5","2.7999999999999998","0.20000000000000001","54","4","2.1000000000000001","0.10000000000000001","205","9","7.9000000000000004","0.40000000000000002"
NA,"65 years and over","710","2","707","3","99.700000000000003","0.10000000000000001","432","8","60.799999999999997","1.1000000000000001","234","7","32.899999999999999","0.90000000000000002","239","8","33.600000000000001","1.1000000000000001","41","3","5.7000000000000002","0.5","691","3","97.400000000000006","0.29999999999999999","100","4","14.1","0.59999999999999998","38","2","5.4000000000000004","0.29999999999999999","690","3","97.299999999999997","0.29999999999999999","415","8","58.600000000000001","1.1000000000000001","100","4","14.1","0.59999999999999998","68","3","9.5999999999999996","0.5","2","1","0.29999999999999999","0.10000000000000001"
"Louisiana","All persons","4556","2","4193","13","92","0.29999999999999999","2694","28","59.100000000000001","0.59999999999999998","2201","28","48.299999999999997","0.59999999999999998","533","17","11.699999999999999","0.40000000000000002","131","10","2.8999999999999999","0.20000000000000001","2023","25","44.399999999999999","0.59999999999999998","1339","25","29.399999999999999","0.5","159","8","3.5","0.20000000000000001","827","9","18.100000000000001","0.20000000000000001","385","9","8.5","0.20000000000000001","184","8","4","0.20000000000000001","106","5","2.2999999999999998","0.10000000000000001","363","13","8","0.29999999999999999"
